Intercept,ADAM8,ADGRE2,AIF1,BST1,CD177,CD244,CD8A,CEACAM21,CEACAM8,CORO1A,CPPED1,CSF2RA,CST7,CXCL1,CXCL13,CXCL6,FASLG,FCAR,FCGR2A,FCGR3B,FCRL6,FOLR3,FYB1,GNLY,GZMA,GZMB,GZMH,HMOX1,ICAM3,IL17RA,IL1R2,ITGAM,ITGB2,LILRA2,LILRA5,LILRB1,LILRB2,LRRC25,LYN,MMP8,MMP9,MNDA,MPO,MZB1,NCF2,PGLYRP1,PILRA,PRTN3,RETN,RNASE3,SELPLG,SIGLEC5,SIGLEC7,SIGLEC9,SIRPB1,TNFRSF10C,TNFRSF1B,TREML2,VNN2,VSIR
64.25373988784389,-0.0,-2.9114278312613395,-0.0,1.125300688260147,-0.6688181575417858,-0.0,-5.652294530788817,-0.10536268232351745,2.4202499604786047,1.0409644337443595,-1.7488196964119858,0.28793580755425774,0.040328037660055015,-0.6583282056748065,-2.902737904340324,-0.10400122100407504,0.0,4.181747062691679,0.0,0.0,0.0,-0.0849069650461333,-0.6858733701342793,1.9978439765411378,-2.7468454666967057,2.688180489377544,-0.9780136992201472,2.5334534667597683,0.0,-0.7465428546340587,-0.0,0.0,0.0,0.3918257388175485,-0.0,-0.0,0.5343794207985277,-2.662330899474296,-0.4150779975111855,1.9215142113880797,1.2770451922271937,0.046061123180060504,-0.9306946773701987,0.35134838599676943,-0.8571536670209088,0.0,-0.0,1.2491020207071153,0.5418925920217066,1.7777187756532566,-1.0597027815861226,-0.7517375779825098,-0.0,3.2784361627855145,-1.7003899133058993,4.5879407050181955,6.290420198969067,-3.3365297120922413,1.1707766734310854,-0.0
64.22897118750825,-0.0,-2.531591371521966,-0.0,1.2439494470965977,-0.6957644941614688,-0.0,-5.583767511206911,-0.19044486898389487,2.3721284524410278,1.0393383174383648,-1.7402910547712387,0.19252400001499223,0.056595931577874695,-0.6686138989365751,-3.0172257635957536,-0.06508296250598068,0.0,4.30487434516504,0.0,0.0,0.0,-0.06556959873733448,-0.6780787003037525,1.8507126505403657,-2.899578075910843,2.6746964421254353,-0.9698665156129892,2.4255704303367605,0.0,-0.669199281192928,-0.0,0.0,0.0,0.2707926197387661,-0.0,-0.0,0.784118960765141,-2.6739655974182135,-0.3195551985456105,1.9105710612291544,1.3531812613494953,0.01885113925753849,-0.9829304046250916,0.35054361675175943,-0.8008970246411481,0.0,-0.0,1.3023791486036804,0.506417619464093,1.7771743720212239,-1.153616679366689,-0.7689409316114311,-0.0,3.220533239375721,-1.7346858336497901,4.534230767380983,5.936385557987118,-3.061438195256367,1.2886375577422688,-0.0
64.25805792924174,-0.0,-2.752654387765606,-0.0,0.5629787602454602,-0.681627103772722,-0.0,-5.524176902962784,-0.17022466114838958,2.4921750299857566,1.0140209866924934,-1.4976495639115428,0.0,0.10117709315624826,-0.705389416828332,-2.9793995909135695,-0.0577979576333944,0.0,4.243832611588878,0.0,0.0,0.0,-0.04920327254825924,-0.6480826717873653,2.0029990888021394,-2.859076811767206,2.621573159535503,-0.9751414545837415,2.5801925812149364,0.0,-0.7324047144725003,-0.0,0.0,0.0,0.38218611831677074,0.0,-0.0,0.777872752883968,-2.7733992676244164,-0.28175757498752796,1.8586415762763853,1.3151195909983089,0.025301429287078646,-0.909238746229852,0.360296219932523,-0.843471453445968,0.0,-0.0,1.3367413084354234,0.5240301276058114,1.738000215950822,-1.0538301969585595,-0.8249445564782171,-0.0,3.505767505863059,-1.7968539179492622,4.866072655945437,6.150721945910139,-3.3741068037637687,0.9628278830795693,-0.0
64.20501175059641,-0.0,-2.3127207657125735,-0.0,1.1076405164105336,-0.6645478582272244,-0.0,-5.505387648867319,-0.07231117806330822,2.2597102944347336,0.9367726316306679,-1.8174781781131957,0.42482443133877634,0.0,-0.5716306438419061,-2.6036530775818356,-0.1762170891273416,0.0,4.211126476579593,0.05541332936980704,0.0,-0.0,-0.08840856192869609,-0.6675829960484665,2.009618700465243,-2.77690203611635,2.727591988953555,-0.9692623907245639,2.30993032345944,0.0,-0.4678358625323529,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-2.5991695925136487,-0.41083262027452555,1.896888947845831,1.3159555111256684,0.062251149863017295,-1.1952751803677404,0.0,-0.8655840746187825,0.0,-0.0,1.046455760558267,1.07959527318552,1.6891930629003082,-0.9962461343984792,-0.7121431863696206,-0.0,3.4140959053219317,-1.5833347886585012,4.432888969271097,6.441208531243933,-3.3729560722203713,0.9925784104545461,-0.0
64.22810827104423,-0.0,-2.5951889415036415,-0.0,1.5234369786754862,-0.6248883927720855,-0.0,-5.671432276541618,-0.061052067883183486,2.4144376152482803,1.0195852745822482,-1.7688693580260297,0.20315064608320196,0.0,-0.565775500163726,-2.9544263304704956,-0.1612424193622168,0.0,4.214714015307391,0.0,0.0,-0.0,-0.09605564896785536,-0.6456284602497475,1.8747334229026162,-2.753193857133836,2.716552552601382,-0.9762290595989203,2.6663247144441096,0.0,-0.6672227862885409,-0.0,0.0,0.0,0.26830047800155166,-0.0,-0.0,0.3008664302826162,-2.837358006071126,-0.32461646161818153,1.875429747882672,1.278400802656684,0.03783316083203618,-0.9338184906484953,0.3000055110230901,-0.8615743625394024,0.0,-0.0,1.2555158859221898,0.5114134063075026,1.826003751176686,-1.0215656858981972,-0.7706074580834842,-0.0,3.43352504100916,-1.8033484136399334,4.438011049585899,5.9946002899876705,-3.2821341955076027,1.3117090046658397,-0.0
64.21017651058695,-0.0,-2.698705973543452,0.0,0.9531060515162274,-0.6552901304775401,-0.0,-5.892770446042118,-0.1334747122559645,2.3602727710185443,1.0271650839192665,-1.8477892077602218,0.14829305612234892,0.0,-0.6129805856240743,-2.8393139246852375,-0.1256548325577516,0.0,4.382620773629711,0.0,0.0,0.0,-0.08007201660896766,-0.6527065982640365,1.8183738760225046,-2.5173263531291648,2.7227961296777714,-0.9508801443094372,2.627953996388875,0.0,-0.9686141150742202,-0.0,0.0,0.0,0.09031204995676718,0.0,-0.0,0.85699047610499,-2.8082433513641814,-0.34482659082094685,1.9981454662501057,1.1421901413746252,0.12812140518610396,-0.7826568285340274,0.11156965778022682,-0.8696101263186417,0.0,-0.0,1.272865773786247,0.08513320634768867,1.9148195348489856,-0.8228940342948816,-0.739296738351508,-0.0,2.864814334993515,-1.706736113173066,4.396803547454223,6.640445847300637,-2.522562156800469,1.2867681045315311,-0.0
64.24736487037244,-0.0,-2.8037759262765034,-0.0,1.115976707294831,-0.6694235513472555,-0.0,-5.569585213331807,-0.0985892150491358,2.4050055719069654,1.0216559079164418,-1.7263105118983768,0.30893038936632594,0.06748241380073122,-0.6766089904868703,-2.890049764201311,-0.1233499975464621,0.0,4.197935435935153,0.0,0.0,0.0,-0.08801458266976253,-0.6820146578316774,1.981981568063868,-2.8433758782500513,2.7166164422894425,-0.9643931552301505,2.4626143608471986,0.0,-0.7027403295570814,-0.0,0.0,0.0,0.33749452872434216,-0.0,-0.0,0.47494579338379395,-2.644665579811451,-0.4505617741921194,1.9203870810431258,1.2359352575655576,0.07038591025857117,-0.9580387967460878,0.3159212573462914,-0.8606095805583824,0.0,-0.0,1.2691604882036625,0.5993497279837674,1.771545748507075,-1.1110059598038091,-0.7534972921902903,-0.0,3.2642597872025094,-1.6573740418330318,4.516211733596142,6.395400393010889,-3.3107321119580675,1.1312015115765284,-0.0
64.2538062749142,-0.0,-2.838961330197582,-0.0,1.1397521226249314,-0.6668139148153244,-0.0,-5.630285145644857,-0.10381584943217655,2.3972570371081576,1.035110537723276,-1.7319552037273718,0.28482413695666786,0.060252444161882225,-0.6611259924292388,-2.910256623573986,-0.08994328410154498,0.0,4.15855886875353,0.0,0.0,0.0,-0.0869742899392087,-0.6702953342710304,1.999682827749115,-2.751136291706733,2.694663844790767,-0.9780898055577518,2.4801835773701586,0.0,-0.7583035903559109,-0.0,0.0,0.0,0.3868733522574709,-0.0,-0.0,0.49507569314089317,-2.6805158440752646,-0.4270752914799342,1.9023457875092464,1.2427788552584667,0.08115310401937871,-0.9715133537779607,0.34819441177346816,-0.8456095102245265,0.0,-0.0,1.2776977899695492,0.5442727818104088,1.7678164967691745,-1.037183891622456,-0.7453721943735091,-0.0,3.2555751007275853,-1.6789089738870795,4.5563206972443915,6.28528655449844,-3.346190138959916,1.1891216121251285,-0.0
64.28304082592489,-0.0,-2.7948111251776453,-0.0,1.2888323101232395,-0.6914662338695907,-0.0,-5.5654817388812186,-0.11690160639782775,2.377831603349123,1.0357016951585278,-1.8095412742703711,0.32384546696965594,0.04564352004327333,-0.7306645385224949,-2.8451384043622596,-0.13884766628092457,0.0,4.2094367313414915,0.0,0.0,0.0,-0.11099725340116123,-0.64746350627603,2.046763189448511,-2.745423032081506,2.616923182293376,-1.0618098951760044,2.450001594642913,0.0,-0.6149320640333099,-0.0,0.0,0.0,0.2846896267616297,0.0,-0.0,0.2275299781723367,-2.548578155309927,-0.34343663451677997,1.9630659378499427,1.124221709605741,0.37954033436926227,-0.7235309699042864,0.3829420704813449,-0.9434361403189602,0.0,-0.0,1.1061801317922824,0.501757183985632,1.7202500432687153,-0.8023111926280615,-0.7259762624749476,-0.0,3.6005735864934327,-1.8713103018741053,4.275368834038299,6.603850630992381,-3.34574991637215,1.0182086838853108,-0.0
64.29880509500668,-0.0,-2.5485743619249086,-0.0,1.0983247155865445,-0.6729541792221886,-0.0,-5.669160169492215,-0.2055190058402886,2.316945658114486,1.0620885195743595,-1.7404752638375962,0.29852657190179904,0.0,-0.68004973912603,-2.8616296909824697,-0.09779871198635655,0.0,4.440804375896488,0.0,0.0,-0.0,-0.016315922461436982,-0.6779745013726142,1.9049858581906478,-2.8583400440250575,2.8541060069855093,-1.0425585556671588,2.5351823066924064,0.0,-0.5516919071033245,-0.0,0.0,0.0,0.489309180752549,-0.0,-0.0,0.48749215824484715,-2.7953818597841633,-0.397266815208138,1.931999936819342,1.1816572720301328,0.11150710323402405,-1.1350858636536187,0.5786071073976484,-0.7494379138452806,0.0,-0.0,1.1194315205184002,0.4890962863593768,1.7217989088388137,-1.6595465883682643,-0.7110391052990888,-0.0,3.1448772247139236,-1.8314433174184295,4.50525669738078,6.21708036194654,-3.280513191748889,1.0876022356165138,-0.0
