Intercept,CD300LG,FABP4,LEP
63.236741041473984,-0.0,6.022532889567482,-1.567358782048425
63.16685236350248,-0.0,5.824074050087016,-1.5298287009772464
63.2183677744047,-0.0,5.8502601037590525,-1.492731346993179
63.156255267334686,-0.0,5.863481784889449,-1.4970473571626337
63.18963284707357,-0.0,5.8295322846256115,-1.5236888459355387
63.20142852784585,-0.0,5.798810343696074,-1.513837036547278
63.23806942981902,-0.0,5.869289660292953,-1.5051451800241231
63.16605027683183,-0.0,5.821964930929565,-1.4944774980610702
63.27798548261167,-0.05740448380462331,5.937010783469303,-1.6408788978788622
63.18438271984367,-0.0,5.830317896120372,-1.526791887004403
63.16886189982248,-0.0,5.78722464731879,-1.5095551048531413
63.15426803110557,-0.0,5.7839291587059805,-1.5123247704288747
63.21800989943438,-0.0,5.816402103187149,-1.4922598439196235
63.179832184078954,-0.0,5.870981598385074,-1.5202907011892277
63.22879928279063,-0.0,5.837373250406818,-1.5543883856816834
63.17932187172699,-0.0,5.8704178074558815,-1.5421280048593622
63.10110618235642,-0.0,5.660296347151755,-1.530227772953683
63.17921643267318,-0.0,5.887957244417096,-1.5391728567298595
63.20423073687652,-0.0,5.857455482841931,-1.532736543784149
63.28455769687131,-0.0,5.89944400028176,-1.5950731580862256
63.18412810730258,-0.0,5.832057953940494,-1.519920144887084
63.20040468126053,-0.0,5.973189019184868,-1.576113410751442
63.07006217462611,-0.0,5.8157693474932595,-1.5587360400159593
63.16945858423904,-0.0,5.8141341425806905,-1.5606222076289853
63.205789071486436,-0.0,5.807571410937694,-1.5274745922194266
63.18463740299841,-0.0,5.821267706311834,-1.5162131922117348
63.17080312461662,-0.0,5.888763589561205,-1.5793714898483189
63.17143282672657,-0.0,5.792329129804236,-1.5147602566105387
63.23250546873013,-0.0,5.811791150132065,-1.5119533087464272
63.1609127095594,-0.0,5.873853308227383,-1.563983561974928
63.172752455414866,-0.0,5.846803771610612,-1.5167605307757102
63.192919838000556,-0.0,5.830924942149384,-1.5208313879049526
63.14932195315633,-0.0,6.271230809704771,-1.6149719749871914
63.17960335497961,-0.0,5.813084594708697,-1.5307030546652556
63.263785704398444,-0.0,5.844186497690106,-1.5402568265005943
63.10570457323809,-0.0,5.938465205588054,-1.5525158875584686
63.185733280297434,-0.0,5.8271054583875905,-1.5226837133789624
63.24960908707446,-0.0,5.703688624940905,-1.5196386555659713
63.26648319041499,-0.0,5.908774069664932,-1.62807636051757
63.167395457029315,-0.0,5.811391505184379,-1.5341684756678668
63.21740973278183,-0.0,5.811533556236057,-1.5278366144943345
63.3151302207632,-1.0118607147138312,6.147999140803277,-1.5454647680691675
63.3490022702737,-0.17335539478180959,5.9602849771816695,-1.556555591619482
63.28806133542571,-0.0,5.994530275696447,-1.684628639830916
63.19052724529664,-0.0,5.76355453123275,-1.4890977047075804
63.206801510256,-0.0,5.8255635426717,-1.5282100933095237
63.110574964772695,-0.0,5.6471327400297975,-1.459349998886497
63.15105274484237,-0.0,5.8229090730646025,-1.5324239906530923
63.237101767201494,-0.0,5.844393926397577,-1.5456397719983972
63.272518891044705,-0.0,5.827536541717886,-1.4818144030504374
63.10255013255039,-0.0,5.796522094287484,-1.4433333868005938
63.174935909556666,-0.0,5.952539468031113,-1.5622651136694197
63.168596958056526,-0.0,5.800723123853478,-1.527356458343509
63.144316599705604,-0.0,5.720436787930521,-1.476663419859459
63.2229509017719,-0.0,5.819422521248583,-1.5209153494426733
63.38008806467252,-0.0,5.887052385751823,-1.2893440878838474
63.22287523471317,-0.0,5.83251266268252,-1.5307406347287946
63.170211246040566,-0.0,5.856295896235437,-1.5225826118867165
63.24818949332102,-0.0,5.803551997833731,-1.5043913181570514
63.18246856517739,-0.0,5.769715968559117,-1.466768697231109
63.17021075449015,-0.0,5.812643066442126,-1.5477750446168435
63.23921055846778,-0.0,5.877227213207941,-1.5287299003466264
63.22984745880848,-0.0,5.785793606811036,-1.4840694503636995
63.25149292447505,-0.0,5.9287354427353804,-1.4831445708112112
63.218563615342134,-0.0,5.744466920140905,-1.4926241957628408
63.10256225381913,-0.0,5.836114419677747,-1.6077067072988585
63.2696924840722,-0.0,5.856289312106719,-1.6078129578593334
63.22870827518686,-0.0,5.890315333310514,-1.595771931638602
63.212232798558325,-0.0,5.8967985597296355,-1.5716924890468305
63.22125421093893,-0.0,5.842853291534804,-1.5493587227025274
63.13880106782307,-0.0,5.921552018401079,-1.554675646949071
63.21036140495319,-0.0,5.788154602453793,-1.4954384508026586
63.17730580452774,-0.0,5.780058520765031,-1.4542952511494027
63.30887087979107,-0.0,5.839014769262433,-1.6477722110626942
63.16855985241552,-0.0,5.8150896903915035,-1.5081741710321594
63.17443549052926,-0.0,5.797628767172432,-1.5275685034086683
63.19178839581914,-0.0,5.826759792701708,-1.5235535557188755
63.31913504952705,-0.21905609444521895,5.754267624825995,-1.4923620992970532
63.181479098099025,-0.0,5.850648249586809,-1.5223185512113249
63.18486731949489,-0.0,5.8359917505455075,-1.530128615520565
63.27911957936038,-0.0,5.308435708546648,-1.2342396420776114
63.231713013053394,-0.0,5.849542242168467,-1.592302657055101
63.17919026465188,-0.0,5.851844216939097,-1.5199810470428972
63.13648204995766,-0.0,5.759104915205292,-1.5016158775638386
63.308892855256616,-0.0,5.779234581615053,-1.430059626487841
