Intercept,AKR1C4,AMBP,ANG,ANGPTL3,APOH,ASGR1,C2,C4BPB,CCL16,F7,F9,FETUB,FGF21,IGFBP1,INHBC,ITIH3,LBP,PON3,PROC,SERPINA11
63.22897148451998,-0.6760747049829982,0.7397674234849264,-0.6139750360022268,0.6661292933528775,-0.09799897970734511,1.3222849305170015,-1.2122999002514754,1.7725210420821416,1.0806770777952428,-1.3294119004984144,-0.41265628608939314,-1.5312813619043675,-0.24613645812029858,0.8001947108328114,1.3472175626262717,1.7907188308416042,1.1819264339368072,-1.7723616107755784,-1.2085678917003395,3.3444104114691657
63.101086560372075,-0.7734099288950971,0.8668172514117091,-0.7656468583175137,0.5723917990295097,-0.10725912708054525,1.2866443282110158,-1.216569589942068,1.7421421293023782,1.3784567509026322,-1.5414729708933923,-0.24878412326618723,-1.4983409003771426,-0.240858644859726,0.7988978040290029,1.286871672962881,1.9435048738739071,1.1631731759169088,-1.7828966462059508,-1.3831378390093727,3.2967124809902923
63.11420327686455,-0.7430330080837195,0.5804890079054034,-0.7366788116921429,0.6153348201917495,-0.09417391405148785,1.3501240698515597,-1.2010375069830665,1.7386061124719514,1.3293215955132762,-1.5315846156278845,-0.21752615713022672,-1.601587597839421,-0.3613415756606799,0.7968781230500014,1.4200459156946093,1.9522232567526527,1.1231332675936367,-1.7706624088643275,-1.3025992649465212,3.3962263820049166
63.03288899570471,-0.7188251094440495,0.4444002640075927,-0.8249454514888986,0.5909297572097464,-0.291708351561274,1.3138555609071738,-0.9470665395280427,2.0295177830120976,1.1324219499126087,-1.4092663185052945,-0.17960227860370043,-1.4503561356711974,-0.31840276598907447,0.8363862229968012,1.706141805173464,2.028955247744218,1.0228225316147646,-1.6446366518590556,-1.3653137190547173,3.318992442655129
63.10541224667392,-0.8168358803713731,0.8560375342733645,-0.7503715516626364,0.4542014077482388,-0.14406235835614398,1.1225045045459232,-1.1748125987631328,1.8216110893934192,1.2152374779173816,-1.3397604003686037,-0.10318997485840327,-1.567624266389439,-0.37452852207382137,0.8666080130975028,1.4719217166829717,1.8780677515059985,1.169347166576736,-1.765854763474188,-1.4691201276941293,3.523885420722015
63.09859069960877,-0.7102461970235706,0.8364858482148236,-0.744083357888845,0.5164648580646217,-0.0943043422280194,1.216170028254561,-1.1572727550475692,1.745489339583855,1.226615952221539,-1.3601864923296163,0.03828665142859519,-1.3862073340913807,-0.259562860692587,0.7641422205764568,1.3116718786365478,1.886462657770211,1.0247811482745983,-1.7571924128541832,-1.351057019867692,3.4656577941713804
63.155988878597825,-0.7208558873266978,0.8234805079522693,-0.726955519478311,0.5794430729694929,-0.1038465683662462,1.2436118030106595,-1.1737508416366365,1.771645486333885,1.3121959715297142,-1.4341823711458344,-0.23132850036034006,-1.5214454888026607,-0.3301421820015834,0.8000317952035476,1.3369764681736247,1.965510009606062,1.1027789493439373,-1.8407947232325927,-1.3222340309713272,3.3803011849353077
63.13263302418429,-0.7655690581728234,0.8686254960105588,-0.7042925725207624,0.6841284370951678,-0.016349479563010423,1.168559535912398,-1.1885094827640523,1.6813717375942068,1.365406846831878,-1.4939433981528656,-0.23026645178484342,-1.5587565609879606,-0.3886820614207838,0.8218539170209274,1.4088626796786177,1.976443918372234,1.0839953955027293,-1.8294090070284301,-1.2876492051286978,3.360165943339284
63.23368621862885,-0.9586817686244683,0.8300175203407796,-0.7220194298204192,0.540398688683508,-0.07643639767291892,1.2524048686336084,-1.1353749013711492,1.9060912707389785,1.1738063208078047,-1.3316632829809365,-0.2619382148370992,-1.5095053225069361,-0.22056813468918515,0.7176150006535735,1.4710413240462774,2.073531871720834,1.200495185727871,-1.6519842531349749,-1.2840924237162106,3.3691118637981727
63.16153856986284,-0.7289697249773391,0.8181943799412349,-0.7231827633639331,0.5794904582528344,-0.10196487235252488,1.250741357514818,-1.1686117503939593,1.7619349087286413,1.3053187315465664,-1.423464777808386,-0.2310174059877039,-1.522469810045752,-0.33317469607022066,0.8047433594959233,1.3436115823589785,1.9622087053442105,1.108753273996774,-1.8406746918949906,-1.3166819764068627,3.382783613772999
