Intercept,ADAM22,ADCYAP1R1,AMBN,ANGPTL7,APLP1,BCAN,CA11,CA14,CNDP1,CNTN1,CNTN2,CNTNAP2,CRH,ENO2,GFAP,GPC5,GPR37,IDS,KCNIP4,LHPP,MDGA1,MEGF10,MEPE,MOG,NCAN,NEFL,NPTX1,NPTXR,OMG,OXT,POLR2F,PPP3R1,PVALB,QDPR,RTN4R,SCRN1,SEZ6L,SPOCK1,TMPRSS5,TNR
63.80044800983164,-2.605973886457715,-0.0,-0.0,-3.223985929625355,-1.8413162439721784,1.896158430622119,-1.2695549147980238,-0.1808243221681125,1.2152734713922562,-2.4925520468571847,0.0,2.7076979390622653,-1.6421510737591907,0.0,3.255242371824132,-0.0,-0.0,0.0,-4.303337299978809,0.0,-0.19934039611799925,1.0688479994980302,-1.2167245014366241,0.0,1.4282973194905648,10.775770210408508,-5.2474874444810355,-0.0,-0.0,-0.4137942145507167,-0.0,-0.0,1.3854680063623317,0.5278738782691448,0.0,3.4177511817917092,-0.0,-0.0,-0.0,-0.27750710081796104
63.62688039747297,-1.4989051242939728,-0.40740177697635277,-0.17229539532795624,-1.78747655048641,-1.8374433590742443,0.9179083457221039,-2.0533295868218047,-1.0414747167462033,0.8679768487714915,-1.2152162426053743,-0.0,1.1099204898480748,-1.7584079049597825,0.41129094823720785,3.140343314038296,0.0,0.2613856260798824,0.528292426212146,-3.1215884212804323,0.47766174391902544,-0.8581756783748522,1.335071228586893,-1.1771154581234928,-0.020722395142198972,1.5652412381341088,6.904537942255336,-2.7095124997833375,0.0,-0.27059301539594993,-0.40210385345738,-0.0,-0.2862579626922803,1.4601126107299887,1.230836996964997,-0.0,3.7137793090570894,-0.009619460248979257,0.0,-0.08094967469417304,-0.768072596507013
63.63081034632275,-1.4537672181849137,-0.4063756868544551,-0.10491336324516237,-1.9505675087810117,-1.872439008267187,1.0825215950621643,-1.941792837426115,-0.8811844406270045,0.7637257448864513,-1.1958464831774904,-0.0,1.0438694892213674,-1.8269983489025823,0.6690858184454146,3.1412497359965594,0.14177951191952717,0.22999967825585738,0.5289701665524141,-3.059027500353153,0.39863695237323804,-1.322702259624259,1.3274417777512038,-1.1689022915316116,-0.19330896657256483,1.4418692062454361,6.971098361106564,-2.6682661559767156,0.0,-0.10837677976228056,-0.3771004852623417,-0.0,-0.24572027693637727,1.5625005377877255,1.352836566276691,0.0,3.6470158163430453,-0.08990060633701039,0.0,-0.2421142329548852,-0.7570374365663323
63.61644561210412,-1.8051858179977178,-0.0,-0.0,-2.1087745315089346,-1.8872960825586842,0.8394698379450517,-1.7864365531346795,-0.6170470255974196,0.8240215494084168,-0.7020389134014388,0.0,1.4308551922049644,-1.660316691542118,0.3794748008523024,3.5821291303812037,0.0,-0.0,0.0,-4.0159755000021296,0.0,-0.5809852895706369,1.1461211551549977,-2.0293184352731153,0.0,1.6567676921127361,8.71881339031033,-3.376217774275184,0.0,-0.06413260961321221,-0.3801881170651164,-0.0,-0.0,1.305641405487696,1.4107705261076242,0.0,3.231470546679708,-0.0,0.0,-0.0,-0.4366114338816631
63.59143415758142,-1.308355122485946,-0.35616625346353925,-0.22334971146946586,-1.8849311479316198,-1.8218986383708564,0.9323147745414926,-2.0292120997086665,-0.9924674139467811,0.8187718527048595,-1.1964469128158435,0.0,1.1369280875394276,-1.6847039084491024,0.2754466491569873,3.1570026163713494,0.07460310341538529,0.15850686284707546,0.5209735471727741,-3.06467244386458,0.3985336322316622,-0.8737195611252028,1.352367892163069,-1.2264935906389778,-0.0,1.5087786013688478,6.980151940630092,-2.689165927698237,0.0,-0.29185415741043774,-0.4153559895970513,-0.0,-0.23884404299074505,1.4620979404724805,1.214502558507626,-0.0,3.7087388760201745,-0.053094469075815366,0.0,-0.03720327593207401,-0.7853289545728221
63.676945670438876,-1.8467314992334032,-0.16989707698237522,-0.0,-2.490060530745564,-1.919845271880288,1.1929820227109458,-1.6805237465114031,-0.8378493622389643,0.9365494126177945,-1.3801712160046264,-0.0,1.7977836087588341,-1.6837983776006917,0.0,3.2795559273022277,0.0,0.0,0.0,-3.66152336626109,0.01395644464489954,-0.4581575546753915,1.3766029298419067,-1.4690710328326297,-0.0,1.6132071071688046,8.78839713342603,-3.717449076816469,-0.0,-0.015889122265498993,-0.3930306205326709,-0.03434144127193735,-0.0,1.3843474108092677,1.0646497515722655,0.0,3.80431814245859,-0.0,0.0,-0.0,-0.7010314971179634
63.79400931260483,-2.6254693826874003,-0.0,-0.0,-3.3140781186607406,-1.8532095199405867,1.925347949941571,-1.1520585924469282,-0.15771233984127292,1.1939647041164616,-2.466778299046203,0.0,2.6795620078539004,-1.649638459313659,0.0,3.2866784118392194,-0.0,-0.0,0.0,-4.273001690812473,0.0,-0.23724823038732498,1.0831364328178332,-1.2117971836955947,0.0,1.4225522621895061,10.814458726706071,-5.256989475011921,0.0,-0.0,-0.42563935264086333,-0.0,-0.0,1.390873439299132,0.48382129046295125,0.0,3.433882925877972,-0.0,-0.0,-0.0,-0.24301504738422888
63.61834533025261,-1.413597698651404,-0.3374075427232564,-0.19976866177472632,-1.7740349024567046,-1.8207030806443838,0.8624337339701038,-1.9997277719739845,-0.987682507371105,0.9112845496086622,-1.2170809008190275,0.0,1.1267948823754221,-1.8825031380752646,0.3628417099843378,3.084772236283238,0.0,0.26870170340889027,0.512196053659421,-3.0734164848668764,0.49173106990150467,-0.8514801253082274,1.3338004008174043,-1.1456156959539097,-0.07480698250153484,1.5653465120592487,6.907189545459765,-2.739991684244475,0.0,-0.27798230674900165,-0.4053406445224905,-0.0,-0.2837571724651738,1.506674576633414,1.2374479529098439,-0.0,3.6964400838577585,-0.0,0.0,-0.043229949688066545,-0.8606839907969677
63.766676205385714,-1.685692343187625,-0.2376796851651026,-0.0,-2.1744665013014077,-2.0886343700224326,1.3981129058286363,-2.033028406513935,-0.7161331728566491,1.1143208378625065,-1.756072453848687,0.0,1.5931954983553964,-1.705646650618504,0.14036956074245985,3.247437406128999,0.0,-0.0,0.0,-3.771035269385192,0.0,-0.7336979718602806,1.2950171913949706,-1.2354217940789218,-0.0,1.4757862466688088,8.771543148707474,-3.594778008654221,0.0,-0.0,-0.41998361984861593,-0.0,-0.0,1.4303105130294973,0.9660208890368464,0.0,3.678631791440569,-0.0,0.0,-0.0,-0.2280810282841586
63.63501904783104,-1.4805555850049568,-0.39865913295182204,-0.16296873962222877,-1.8657461764682364,-1.8032780899998495,0.939133109155258,-2.073607988443108,-0.9886772801571571,0.8764407103446379,-1.1913062636345428,0.0,0.9140075594205048,-1.7393179892798059,0.48918915964735854,3.1185532822540627,0.004713904106007863,0.27163135065781163,0.5328584105413561,-3.139768682180993,0.49064898022779974,-0.8483141854765988,1.3430979998090367,-1.1948375937661817,-0.0,1.5513645008992945,6.923383973627144,-2.706961556238593,0.0,-0.27503360382945136,-0.40581318580669595,-0.0,-0.21240047944844415,1.4665776706053502,1.1321667040348509,-0.0,3.7411701327681004,-0.03744018221186318,0.0,-0.10815629346194001,-0.7542884078496555
