Intercept,LEFTY2,WFIKKN2
62.97531719217709,2.5905973037666103,1.4369087483625371
62.96027321256951,2.623009174820589,1.4350687283272692
62.93355673407949,2.638829229160238,1.4295794689282753
62.919234808476034,2.5324951055174045,1.428766903267452
63.103547760606006,2.9202995487364745,1.3484093328790834
62.94686592367926,2.6304813279171184,1.445237397214163
63.01128721292433,2.5968135106164567,1.4441274696326434
62.9441051840939,2.7075676520166168,1.4514725224468763
63.01624006710128,2.5362779261481707,1.4486250185271976
62.91051309011798,2.69734742770303,1.4047701449386778
62.88247134016155,2.5276792553157827,1.410456950392237
62.89210912429757,2.692616870341685,1.4361069646542715
62.933577921277816,2.6283249135800815,1.4411204272401026
62.919814968535995,2.6217654304196953,1.4198457626369536
62.954766354998036,2.6010426821897403,1.4318772249410459
62.9486079525433,2.5791373570956577,1.43228124642428
63.000148821286466,2.590434709411679,1.463406349112432
63.05678314929015,2.5058679878096006,1.3626457138294568
62.99184932452278,2.6302495925099465,1.4289409759211673
63.002685922527,2.599842181291577,1.4335411564456286
62.926023121002,2.623825843579543,1.4031196980960297
62.94742274031173,2.5751016543885252,1.437254233184507
62.96015852361464,2.593582576508059,1.434753083233232
62.94350831904314,2.5912051756558836,1.4872742104759546
62.963687432490886,2.600863662735593,1.4443914057650105
63.01463033072064,2.6052493687540528,1.466502847313496
63.01339868659117,2.6623579713259797,1.4492545843425473
62.95360823333873,2.6027806168290573,1.4370996902089932
63.0417362530379,2.6152582162524154,1.4391090363977015
62.963109778910585,2.6031148667831023,1.4392022604042578
62.932951228727234,2.565561380968418,1.4598461663935252
62.92454799473985,2.5577529136544697,1.417244937236422
63.01011961168431,2.639099369516617,1.434804768741122
62.992769168980665,2.628471737808948,1.340256074860286
63.01653530283187,2.6433061417886954,1.449243643494714
63.00444373052661,2.6525138902954435,1.4378813713342753
62.86286230908686,2.465162484086097,1.4262089439851193
62.98829591944316,2.58084234220783,1.4084487228162792
62.963500730691756,2.5935655967300177,1.4379685158043838
63.05522565012028,2.6251257334992557,1.4274939522946564
62.9712575566226,2.604146718303876,1.4393729411917406
62.95015829355092,2.7209375065818837,1.4641099775874296
62.84304979828579,2.2916473947373226,1.4110590692444398
62.94032865623579,2.576905589073909,1.4373834223144526
62.99237359454265,2.591946061458866,1.4161914883912041
62.94609148648376,2.6094370377611273,1.4374823550683178
62.955890145666956,2.6128733853889794,1.4327318472807147
62.94104586392238,2.5271293916344675,1.4287434802726382
63.01234500293155,2.5799094427761275,1.4321983149188042
62.949512073374095,2.6187062224295157,1.4361438578911827
62.95431577735044,2.744906227286477,1.4207960887625277
62.97757379528531,2.617430663246104,1.4387797637649566
62.835717237928726,2.7662659000213905,4.479436434046123
62.948844304898685,2.5603038701011354,1.4337031751445974
63.028016935512866,2.6062832200037627,1.4109973797407176
62.89252952114058,2.6624831808425755,1.4246160025410042
62.95484650960489,2.619460648115753,1.4281508098270173
63.033033430071754,2.420691736375961,1.4151732199265177
63.038462930369974,2.6598781937301785,1.4321397744618125
62.94884497145325,2.561151419261985,1.4319172128027886
62.99980988906086,2.5767680201956953,1.440483180247706
63.125360617531726,2.6019148383381085,1.3372616725927573
63.0970931700689,2.507255676588147,1.324808498030218
63.048137551434614,2.690750727138156,1.4212180136960482
62.90822243360772,2.6054842579954203,1.4000362358810863
62.97558264913986,2.592377038070536,1.4326327746473804
62.87186353352917,2.632322988563879,1.4002582074718561
62.928922566871194,2.576838258442956,1.4188805945134024
63.00930798627979,2.5832918671533216,1.4600670831578726
63.06479049090164,2.695401524110567,1.449242926789563
62.88148486554489,2.5794805804824144,1.4348206287796317
62.95412005876028,2.7207109617550187,1.4435761676240513
62.93779838882411,2.5635448717155582,1.422848143177851
62.90108177657421,2.489319562955521,1.4333151463092082
63.01021160506256,2.6144541244782777,1.4476971118286035
63.15629271945408,2.7113388217104784,1.4774666211627405
63.004136489001276,2.607063072626396,1.4587622576042236
62.95068379774903,2.6517083273894513,1.4796257245110813
63.04728189092201,2.6773276646178203,1.4569904214378653
62.945139213576276,2.5614152020641248,1.438064416858173
62.93892276543907,2.549026266676177,1.4393573605337904
63.002184202520546,2.6018028766508126,1.4517533757045156
63.016621071450004,2.5688892184569863,1.4430314979128016
63.01822283778866,2.6986237160565545,1.436573407298561
63.02296904206459,2.530333429639503,1.4762807791356192
62.88197715896115,2.5896376756415527,1.4205787669877468
63.02862445711412,2.5129631573036555,1.4067440777495446
62.993507742610525,2.6241200716970052,1.4456166341520358
62.94441643080956,2.591333218783023,1.4335504974205113
62.98780260620353,2.5800001620580315,1.4467764807622303
62.94049124896235,2.636533820377278,1.4302235930011533
63.006486075561995,2.58792371316333,1.4098191736012808
62.942667214708074,2.5994218909218114,1.4347012844799236
63.05994560529358,2.3845437279366815,1.4121494407881596
62.94476351286645,2.5905970510786824,1.4323100478577562
62.924581988706706,2.598596344182633,1.4523077724282898
63.00787879415575,2.650651631066325,1.4321774111269638
63.11763841881105,2.5726787837471146,1.4086370531397259
62.97740053080093,2.593368245867033,1.442223114579202
62.98181424202193,2.6140490875509625,1.4422971068910166
63.121386597079635,2.4503383355147252,1.4545009690085449
62.99651602653916,2.568156346239928,1.437052838944633
62.9766343315502,2.601379703532933,1.4375868390462525
62.90344686387765,2.648465958253331,1.414483383904184
63.10953433133746,2.7315164276557753,1.39036666250421
