Intercept,LEFTY2,WFIKKN2
63.05209655110705,2.4927930402477,1.4611098009132006
62.92845421857505,2.6302351150765104,1.4416107888319416
62.9413801111998,2.5597072183906504,1.4243478502612243
62.87422698088672,2.7394846755177595,1.3551668003207276
62.909480832998796,2.608003218365252,1.4213396592700398
62.904517172433685,2.594441877140555,1.4153240995996197
62.97243850146684,2.600761194055127,1.4393676091318997
62.94216586272086,2.6051685793355883,1.43054781367867
63.043661627962514,2.720610832907975,1.4288006542792175
62.96995014816207,2.573413124663213,1.4365092335905005
62.94898758291881,2.6274594493335868,1.4274721683580458
63.008205470749395,2.6272266993509943,1.44836879567986
63.03820129861285,2.6210029362751315,1.459712827762313
63.01152007854586,2.6112115746896487,1.4296054229761328
62.99271157385575,2.5932106653754485,1.4410030743885085
62.93520012027787,2.6274709416827267,1.4191829792745245
63.005164689261996,2.6670549972703053,1.3779772993632389
62.91155576323117,2.6842798765623246,1.4479742516573586
62.97338965259912,2.6035140759340467,1.438747203894987
62.94056274027787,2.5367336298063607,1.4561638290257575
62.94845743309608,2.556077693723648,1.4427948385832308
62.91279211089939,2.707984019639247,1.4059337597437456
62.909211073493665,2.59541842748223,1.433994239387971
63.04080172299589,2.543006358519502,1.4277514170354975
63.00719327976815,2.5444383826596773,1.4749841060387447
62.93721792434174,2.6724618611482653,1.4068294818003095
62.994416001945496,2.6148014743666264,1.4386508419516921
62.91726910448766,2.543809011327342,1.4419197561837265
63.01506168391423,2.580839923854834,1.4693985972083254
62.91985898047363,2.7731445313614684,1.4299264749705012
62.928051079157,2.660844212623333,1.42230498427062
62.940007993921654,2.5835515021632345,1.4292238381876978
63.035898562990596,2.635687570462477,1.4690229651780786
62.935327732739275,2.5575485485890637,1.446640023142043
62.84832478599717,2.5594094423300517,1.3998666656510113
62.906196495508674,2.504737642298901,1.4474823898498088
63.00622960171031,2.5359887652965334,1.4611310016731593
63.00452428892325,2.589461878486144,1.4524907224961252
62.85470024561943,2.5007741965126526,1.3435298450116784
62.959423874266825,2.613403157978582,1.4360526511611873
63.003168006528036,2.5854372824683507,1.4491897355735517
62.94207153484717,2.637352211540587,1.4257039157262632
62.915476684481085,2.5919417441767947,1.4288569159349225
62.93885776597079,2.706926854947524,1.4151317125976504
62.96177382008666,2.585759717579582,1.4399775429413733
62.93365994736118,2.904297704563722,1.42737966099383
62.976348679499615,2.6000077769240892,1.4403764950078866
62.957834054929194,2.5942494374265235,1.4357538096729934
62.93769114543497,2.5969163490146405,1.43026797200691
62.98836364945242,2.6100766126296104,1.4419115165498682
62.97153319775428,2.6017266735282534,1.439074716001315
62.898504701548596,2.604908494877533,1.4206790267302
62.99703015447518,2.5901855920568817,1.4426456353206372
62.87169275040594,2.6548655520939133,1.3964408120590892
62.9916432882997,2.5560863417860484,1.4390979559589872
63.05547126428335,2.5107411398807424,1.462378526841781
62.92359803832089,2.6030884533634984,1.4632576194840239
62.87205347243359,2.60657979279758,1.3849359623463768
62.95593419709513,2.585127683444608,1.4343936690171528
62.96756848022402,2.602941217011472,1.437464627909283
63.03510993130084,2.5964356296440987,1.4837516806172384
62.983787387852765,2.6192433175148664,1.4413771078850972
62.935067566402786,2.62477705384393,1.423891865792042
63.01149447927914,2.6275746151568935,1.4224952165064548
62.96562447013327,2.5989227505930765,1.4385266802563175
62.90341688194497,2.619200513727439,1.4277592234022476
62.9476799504114,2.603035360611845,1.4347763273014735
62.98051614507439,2.564704906488972,1.439816950088462
62.980982247804974,2.595507960138917,1.4429231226358927
63.06544024952782,2.4235774064710665,1.4259394199218547
62.92249220800816,2.568482352808751,1.4306481106950097
62.92696098644871,2.6802523009149706,1.422634703667389
62.98490994416585,2.575745730034402,1.4466881018086932
62.993232001374096,2.573577992111261,1.4511370816919877
63.04915541724678,2.5960846511463034,1.4268347300482969
62.931572702334876,2.607693252604724,1.4207845039383582
62.94056500074725,2.523908927977122,1.4356847216847222
62.937351102723404,2.6139453593664235,1.4097541295930252
62.937568656263885,2.5953837057434277,1.4337240437289218
