Intercept,HAVCR1,PTH1R,REN,UMOD
63.04212249954412,-1.5454241370083466,5.815723448750249,2.9286935520676325,-1.8037396962881842
62.89949829404394,-1.5067813208182401,5.769339509413716,2.825037316451684,-1.6895253455222616
62.92736796919533,-1.6172715976275795,5.8333562635332425,2.789615785861366,-1.5746447859558397
62.847486215171486,-1.279140869368061,5.555352470766018,2.7668786590269807,-1.4459631220102278
62.87030109512907,-1.6288419084152375,5.8225323423312405,2.877406579966765,-1.56563593926418
62.873894046892595,-1.667912786082272,5.843497748884806,2.8167421692905057,-1.4895080559868437
62.92046070425813,-1.6225855327145375,5.881837781214338,2.843351586554702,-1.6569805802644462
62.91357768161693,-1.6076537787796188,5.825744464573749,2.816241114050678,-1.6001236327510027
62.98416331171002,-1.5021186890123137,5.7535272636420745,2.8149290700349385,-1.5957170312790243
62.906963899970556,-1.5384202306263224,5.540510167592872,2.853108743931264,-1.677933854133843
62.91650485168446,-1.6237460310253529,5.930392812246227,2.7858362933678134,-1.5935977237002428
62.96550106655679,-1.6268706805918896,5.854702260520796,2.8075149462777365,-1.5869709273152233
62.97835642296932,-1.5823059876020487,5.767644516798152,2.754765799104787,-1.4878338443255423
62.996382369605186,-1.6884021427688318,6.178336417679002,2.833446230763824,-1.6906331315696297
62.937657104314646,-1.6185378226884264,5.850068833725616,2.817999563356289,-1.6322086005372438
62.90538184132145,-1.5821175068433966,5.831764054920381,2.8143144913620515,-1.6576618003266994
62.96510056486103,-1.5623569905864994,5.85841727114258,2.822544511072589,-1.6264352048045425
62.87075813922928,-1.7910597169608076,6.386633898594082,2.651573405289415,-1.5517519339837722
62.917449116456275,-1.6472656136919825,5.9231960260812215,2.8322614346614947,-1.6446804857359967
62.92027431290958,-1.6209273132762443,5.811382103738378,2.812307329198966,-1.6458481272864531
62.8973720547183,-1.6030689003775191,5.816196742251045,2.8484031045205165,-1.7236186125908273
62.884463754210444,-1.5954201789729316,5.898590037669743,2.7719224256639423,-1.6210396848714919
62.88722703554869,-1.6358717909221412,5.535873614451721,2.907292579639684,-1.5509108939036655
62.99741246111893,-1.5366204246528214,5.626309958522779,2.8226419861105114,-1.639561134408928
62.97010747863771,-1.6270828575449214,5.8654078523524085,2.7939086916634075,-1.7023388275269637
62.89404020961115,-1.5717749929901723,5.8829958032398855,2.8485602911882557,-1.6438427123395305
62.94891153936032,-1.6336359053402767,5.908631619763566,2.791017850283601,-1.6368145207976907
62.88358509597397,-1.70115641526303,5.918351007014332,2.7854308188285875,-1.6945791272208077
62.98356384903321,-1.6231191781147103,5.908670818571857,2.7852824427543776,-1.5891050564917772
62.852602729554995,-1.0545506423635362,3.8726983401531547,2.8605167696666367,-1.0010264042485022
62.864893765696536,-1.7427966845859477,6.239870454020515,2.8760600335652016,-1.7769452260888765
62.890193895945615,-1.573831460399847,5.863121223238578,2.849844972432367,-1.7351233459352173
63.00285775994216,-1.6474023853493753,6.011460814974336,2.762923872276079,-1.5393299859482263
62.94502544354306,-1.5063460023566706,5.612537416221131,2.920312419411062,-1.6533957812364721
62.82439967380272,-1.4535155294179274,5.373245182284251,2.8997682807941225,-1.5182224790310503
62.878975500686934,-1.4789977708733302,5.586310698921854,2.857311741796579,-1.64266569793094
62.98276695080483,-1.5833676172067026,5.821060314040695,2.839038171313526,-1.715950492121358
62.96299179808421,-1.59169278462959,5.7606335712808105,2.8258133334392452,-1.5776056906535272
62.81055804579899,-1.5401336004610178,5.847066580400104,2.8770910866752555,-1.799946431442224
62.909466236320704,-1.6620430319532338,5.89370812392754,2.85991469545253,-1.6382255538898203
62.95418089513956,-1.595132168257982,5.798968880701782,2.8145875277729093,-1.647545856040714
62.895567144018564,-1.713540086375715,5.953866519374082,2.842278755798598,-1.5951383087004825
62.93753176167258,-1.6259047821887191,5.809731050570349,2.8241132808564307,-1.5732362195517866
62.91243707197523,-1.6273758995463654,5.844596793547535,2.8259194378330017,-1.6165863941561407
62.94946685593784,-1.668822883911165,5.986668358856787,2.8567687092095966,-1.6490582530342843
62.93681713730148,-1.6203659118819582,5.8968634788028025,2.7856667088710196,-1.632760248923989
62.95970753458658,-1.6545385824262213,5.8143537891053985,2.8544983315069086,-1.5839364367822562
62.945002713569345,-1.6369226470486442,5.859870696787494,2.8353635969384867,-1.6274925349535116
62.92254816171717,-1.6026188463245863,5.84991004959138,2.794287793668267,-1.6116966865380884
62.939579746079524,-1.6226067291605553,5.859293755742536,2.814359055772155,-1.629352317312266
63.01805751906611,-1.66087956713431,6.339400957161344,2.914754095668712,-1.8487049034295897
62.83826881059662,-1.6722818348877373,6.1614661271804705,2.8862801160928835,-1.8799833404459467
62.93957795777451,-1.600847270800069,5.871885976772927,2.7661200649323368,-1.6831917292741552
62.85161169236623,-1.3931734974551901,4.803619421656563,2.4278309896690624,-0.935843440099222
62.95899678354861,-1.5922449159757293,5.85735604331943,2.788811836355328,-1.6328953242999538
63.083287627376,-0.954758491552924,3.504900466067773,3.2963047966161434,-1.3358888793413146
62.90018424170388,-1.6275032417815831,5.924797537365092,2.7593786821454187,-1.6211777782046866
62.84426936533018,-1.4828532571920459,5.63778367779796,2.804523547178157,-1.653044985976101
62.927385411936484,-1.6598816946471797,5.899034869617679,2.8118624772190945,-1.62308169846967
62.926015682525794,-1.6324515295948887,5.845449580369685,2.8300262330183577,-1.646944843625193
62.97513772400132,-0.8550544227817005,3.595550814239261,2.6467441268144922,-0.9128314402307648
62.962942627958476,-1.6454319584978137,5.901844374942853,2.8270744756334447,-1.5624147275842202
62.89830619332084,-1.5911378383418346,5.81689452953253,2.8432683434040302,-1.6773084325947893
62.982465028478416,-1.6780520463321444,5.6209949980065685,2.8931066706269966,-1.4269599983986665
62.941934034458164,-1.6288949509040278,5.899411240273892,2.8109922771905476,-1.6422900626689039
62.87924232186085,-1.667513157642095,5.484843078507284,2.944550767822796,-1.460013327600351
62.92203934992445,-1.6295587493000405,5.922899161669432,2.778776835229217,-1.6182121909156904
62.937395378662494,-1.6180849702457878,5.852639385727717,2.816719079540926,-1.6367423765030586
62.960970657880885,-1.658816044801311,5.84372665612359,2.845990695005378,-1.6268161552240197
63.03647623654375,-1.7855622713071253,5.329437564072715,2.877649724046514,-1.4721225843121846
62.872403486246924,-1.6745052866236136,6.003138266736081,2.8377772842841558,-1.7035722019342643
62.90314431613447,-1.613416703369188,5.904830772848995,2.7772981110877066,-1.6548498248905428
62.9502690004156,-1.5590883463238947,5.799694029243219,2.8174447259650806,-1.6856961805647648
62.96854308760995,-1.6661381624896943,5.8513564937437295,2.8236348191294196,-1.5981560434927415
63.00338732277827,-1.5803017285465515,5.663995320616204,2.7993164846183505,-1.5500574752129344
