Intercept,CST5
62.73905156127778,1.2292198228594535
62.7512409266551,1.1893044515455773
62.79066948718244,1.2577928487076744
62.77782756453656,1.2225562081090928
62.81507367954879,1.2182176886909588
62.80124632741432,1.2180273160507638
62.86219237250649,1.2324331736723078
62.93085373263677,1.2361649094676692
62.8484894109697,1.230782368058092
62.861416893652546,1.2405375015602427
62.786018051939216,1.1954730524798198
62.798967486998684,1.2313445658775592
62.81090697360057,1.2326237386515282
62.80277156570494,1.2403033749719432
62.81587354523109,1.2424785735229482
62.87144731341201,1.2376789474482142
62.86013099556661,1.2343401389078938
62.8240974908844,1.2632176102701291
62.8927940685783,1.1917832701879942
62.819502861341476,1.232577396235692
62.78364777617539,1.2836998216741367
62.7756986998195,1.2539463777968956
62.86336429941638,1.2503838782708288
62.83629817866357,1.200970538146498
62.863817684428994,1.2256355144499038
62.84763818758861,1.2281047936901113
62.72254270894413,1.2377569942650368
62.8497909586471,1.195486646400894
62.80855337569849,1.236305425514811
62.91016871364476,1.241884081827474
62.82909187946384,1.2308777431623705
62.81005876571489,1.2111758433559845
62.7064409096427,1.1808797281598484
62.803922859944784,1.180560514449323
62.8571877660549,1.2446039439430603
62.802573342379446,1.241514093548673
62.815447458548846,1.2302568808310612
62.783696272720206,1.2192235201701997
62.87838960924506,1.248001423218787
62.81275178149954,1.222334602177228
62.819418405933575,1.2327386774419302
62.819003737688604,1.2335763615512474
62.76768468424396,2.3914995738568448
62.79423268386224,1.225821156882795
62.88214349766776,1.198346420144072
62.750364204593495,1.217171352684161
62.81629789017863,1.2285426992025748
62.9263811047774,1.2986406526784113
62.88148936141219,1.1937514039462176
62.79107801574712,1.2536566658645574
62.87129061632228,1.2671819879066035
62.97950221836658,1.1579425020283158
62.96030460752423,1.12528790380651
62.89069916901534,1.2198435413912478
62.77062283590326,1.1574124071550131
62.84403848668694,1.2186795436904674
62.728103445726276,1.2300201256542138
62.78047901282958,1.2535148730426657
62.87278020246367,1.2456809817889463
62.91295146996665,1.2712572877604305
62.73932034194549,1.2170059535358055
62.80671591692254,1.2453629242897442
62.78928883004073,1.2199696138540486
62.755918220867365,1.2167308972082729
62.86915681682446,1.2546391945881947
62.98748801872225,1.0295061756235488
62.856193046281646,1.2170467411085326
62.820660406420195,1.2306779474234804
62.89714048992079,1.2706486375680102
62.7879370367117,1.2887104551656707
62.78471617404488,1.2657342374500502
62.859800171655365,1.233491723774928
62.890699247175874,1.299118954156802
62.86218662140258,1.2690465723876183
62.89018065812697,1.215832359007295
62.73889743079676,1.236184800211781
62.897245844664056,1.180994400314601
62.83955327514012,1.2236240402965728
62.800412735978874,1.2225277618903805
62.85488952372176,1.234676902560769
62.79297526455373,1.2360593943920641
62.87196171889035,1.2407446752016058
62.80183156220354,1.2036932329051888
62.937317949405475,1.121068161377746
62.80020562243903,1.2237114090098251
62.78583581471183,1.1971799780740806
62.86322758489858,1.2496753570222092
62.98800233229773,1.336849070566641
62.84352047836861,1.2319130852931324
62.8337266000407,1.2320712597975862
62.98141932503662,1.023208631877731
62.863942036249085,1.226267744971163
62.83053747595998,1.2266210035247609
62.76211914540168,1.2021582931719677
62.95390654329103,1.2506240196752878
