Intercept,CST5
62.918320879268826,1.1637432517114026
62.78541937892759,1.260962545508972
62.79372950997692,1.2111820291567905
62.72870874523286,1.1884241282759107
62.76583924849318,1.2405590151025356
62.761748680520746,1.2104432115042056
62.837803313427905,1.2309267666475652
62.79694887764407,1.245910510427724
62.885052949551344,1.257868509039172
62.80068357763349,1.2166879243001085
62.810921964402,1.2273326073304298
62.86986698900102,1.2756136393127369
62.8918276431538,1.2286171304244105
62.8666442245343,1.240535733601713
62.84628635244765,1.2069347563288817
62.79661948326766,1.209366927324458
62.84763244829262,1.2280872905954558
62.7714063367751,1.2372378400320063
62.83606907184957,1.2359054501727447
62.78815417758696,1.2307830216886049
62.792101749340716,1.2438350830407823
62.77094377162983,1.2453365175471491
62.767680743283904,1.2046441716763279
62.90059716774066,1.1594528949149379
62.87397455500802,1.2198067661633973
62.797912371615716,1.2386227365882292
62.84915197853722,1.2329760963736756
62.76980827695576,1.266063304381431
62.87521839830784,1.2275617157318293
62.78184223029506,1.2413822821625733
62.793281613639756,1.1894470132816437
62.79446223111772,1.2240713930698939
62.88659127019634,1.233346056961531
62.78778414931891,1.2346249282189177
62.70634753288864,1.207260662490113
62.760581323332204,1.2374271941903077
62.87734292053243,1.2411203160538022
62.86459090171815,1.2296026189322664
62.71223753993899,1.1239061483884103
62.82445590920363,1.2282428513542512
62.865220616613385,1.2328954324292378
62.81157901267377,1.2315085027749035
62.77328095684223,1.2064973053197383
62.804285602619416,1.2318364069048813
62.7989531480019,1.251579268526135
62.805227262618004,1.2265723791519203
62.836709985763726,1.2291988525968296
62.81378055138587,1.2202154031119934
62.79118460482745,1.2525979562816136
62.84334159526729,1.231451120557118
62.85534824286898,1.2950246041994344
62.751029547040744,1.3579178809659305
62.86192373129318,1.242963795826866
62.728638156592375,1.193468522838305
62.86728586940982,1.2440646339189985
62.92339622282325,1.2157621319074516
62.78027862696178,1.2623228603560683
62.728489787501196,1.203890018271056
62.808519627472364,1.23362708727819
62.83062643745449,1.2348655132308692
62.90538972375449,1.3378350449507566
62.833532881041016,1.2318254562006956
62.79683558589918,1.2080627099549377
62.87037778391693,1.2733690921655323
62.811974936665955,1.2417720005117716
62.75900088585201,1.2759666798157892
62.809977518970435,1.2113499665917469
62.85705861122152,1.2206145873480956
62.84393286583425,1.233007710425609
62.942825076956574,1.1860301116366503
62.778724858201095,1.2105463249031512
62.79052212109307,1.2093152191068492
62.854412875985695,1.232734294206476
62.85896943058303,1.2289647294404837
62.90575556850341,1.2022048518071735
62.78765927553449,1.2358092200736697
62.78454766403184,1.2100052007325623
62.797185727255076,1.2060129274363154
62.79550493895861,1.2165762378918523
62.849142184841924,1.2329429876769282
62.82519936883818,1.2308070706399714
62.79372205626633,1.2298447176690783
62.77306959547349,1.2097949405188344
62.910739360004314,1.145126421520983
62.8110166621061,1.227033897735807
62.875972646421104,1.2655743624770424
62.81531849002881,1.2312725932216217
62.88828335700268,1.2429056551100413
62.76660921596862,1.2196529788333732
