Intercept,NPPB
63.16777199762475,2.3291089871963107
63.16399091147892,2.301993873752917
63.2322078644948,2.3381045034776187
63.19748652224235,2.4484643491468367
63.2087596021788,2.3121947246806553
63.196709801764136,2.4451469649190516
63.1070589391297,2.24229718311998
63.20810188498211,2.42326142698891
63.19031819503357,2.321511668803585
63.26938428541068,2.3116540728020523
63.18277519403329,2.329281922961576
63.173928928315206,2.4468163910682015
63.08089000182096,2.2541618774090515
63.21640307363977,2.4298283908005223
63.20214994868887,2.3068430188832356
63.16624667457796,2.3312178568447752
63.19510456530192,2.3130593072596284
63.18876252923657,2.316401803679324
63.23228765935463,2.3117033449904265
63.174957811774846,2.325824671306551
63.193902982133096,2.323313069632932
63.22159899312104,2.3453288819102265
63.15788242933624,2.4832051094713194
63.22220459368651,2.4356802815032674
63.21963842637988,2.310537020188502
63.12950986297034,2.4477930846029925
63.18552256266539,2.3227592307905267
63.242131083370516,2.256094791690456
63.2452283596642,2.311418943892875
63.21490013336804,2.427500489674366
63.229924967297514,2.321144869376723
63.33296743052692,2.2773030297933676
63.320917233580325,2.2851837332420692
63.27548538402875,2.350917182209307
63.1458358089739,2.3274259050382047
63.205443003166884,2.424682129029622
63.09925476412173,2.2984696813178265
63.19350948060156,2.3080424712099195
63.23346115221942,2.3188599669365564
63.280008468887125,2.330851873246171
63.117974706090386,2.466120326024284
63.14975055066182,2.411784545815415
63.172323172534185,2.310301911250455
63.15069540240972,2.3278066040650915
63.244238502594015,2.3379954831407157
63.38178096429221,2.360428453741584
63.22149010244833,2.3192924175160847
63.177863598115884,2.3313835993514913
63.283404702454504,2.3663579734322644
63.178392786455824,2.3293086352817305
63.18568294221469,2.314894887031427
63.23198340344542,2.3285830352022288
63.24147703367646,2.3143591693410963
63.260296986722146,2.3771135263922263
63.24356808289114,2.3017358450123586
63.134383781018,2.3706607888049156
63.257693563959855,2.302734764983159
63.20210389596251,2.3216187535997417
63.18942343691391,2.319441268675987
63.20416447942315,2.3181352851015533
63.16266309700309,2.321777764648142
63.217490597300475,2.3177164128035352
63.17804624173323,2.319624271800092
63.292259697065354,2.3359147757308123
63.161649059642,2.3313842107286047
63.16028283875582,2.3231028156703415
63.2253942007922,2.322231561179828
63.33338188305815,2.3446567698465266
63.22128875451055,2.3313259844090646
63.22180338033042,2.3390429975371334
63.3296272133106,2.282059608224041
63.21032479939344,2.3119442634629164
63.21331676023686,2.3279060733717856
63.15630717090626,2.3889128815286673
63.341163714299235,2.4338404731252705
