Intercept,NPPB
63.274053346994215,2.355357032403941
63.17620978203701,2.4248451225284335
63.17720367010598,2.445458342649147
63.09508157071713,2.329883667605209
63.15422625201196,2.4228340226252856
63.13484837631466,2.3046479159198094
63.218254570286476,2.416048963043335
63.1854147465327,2.4264456164244197
63.259900064937696,2.3403373907417504
63.19449768491076,2.337834783265965
63.175996271501305,2.4706362235815336
63.25350445376405,2.4273179550979362
63.26629089222392,2.3343549400122483
63.25041325891822,2.3554521615015145
63.20117173731978,2.453253042506642
63.161887580141524,2.4884144811020104
63.25787326425479,2.444331834100511
63.126258230216635,2.4678370616515575
63.2054538886515,2.4195699342023747
63.188025335579916,2.403632758989591
63.17999968978875,2.3140961200626204
63.154821755125674,2.4387629696650386
63.15446297487296,2.422139967416826
63.25396013887432,2.2882168549046744
63.21461587876077,2.3039308617313248
63.17409539742892,2.434378461698395
63.24247949667116,2.424843449456117
63.16668259759891,2.3196676931278937
63.28472211392538,2.402596179759205
63.14052059506012,2.463920558395831
63.16955684694021,2.438540309200019
63.177814045580256,2.4312120630100624
63.266212005752536,2.3428238023642014
63.213213807779226,2.3735497147186386
63.074633050655734,2.3130079076659813
63.13184758152356,2.3125236674175524
63.248949089260016,2.350524551225185
63.25480782094617,2.4231041533020616
63.085979952666484,2.264182142482296
63.21473766299321,2.4277164467366403
63.23123472626678,2.3417054403408075
63.19179816400132,2.426869645113437
63.168693821268334,2.4152212374815316
63.18996666560853,2.4285644035912743
63.22198949015836,2.439659122359859
63.17336227162267,2.4512426055664807
63.20437043360144,2.3458454838418232
63.20618685111538,2.424927373270576
63.18949658762851,2.4188849947287814
63.235429230249615,2.4221807645759794
63.222939427781206,2.4140188201419446
63.13265340183809,2.294327428337784
63.21275524053093,2.320100360228078
63.098804400757984,2.3012603268041407
63.237051552754025,2.3471709522287165
63.295995941033695,2.330872626764546
63.160784735682455,2.4525075952316224
63.11466074852231,2.2468282481089545
63.18452755000532,2.434386209007516
63.221688811528715,2.430821648676198
63.242535460231544,2.3006127197701223
63.2460266293234,2.449773521532327
63.18370775065088,2.4230260613817793
63.24062965757665,2.3546600285967156
63.22654953063361,2.4360945291734817
63.13321836061923,2.3086900010759774
63.18210507184654,2.4405862333944244
63.19782836918252,2.320664780840491
63.20089584138194,2.3217111077255232
63.257442213145865,2.3023388364756223
63.1764415831166,2.4085595854263966
63.17304619368211,2.4161328090778134
63.22334532721055,2.3450146016233506
63.225981979547264,2.3425784142080315
63.28207156782941,2.3364198258202347
63.169786928576315,2.4225442453541213
63.18478945345623,2.3996418258888186
63.17693983397752,2.313717888840336
63.16845760320654,2.4385511064045757
63.20921509205085,2.3315257730045733
63.19244776814562,2.433123123735434
63.176069116241806,2.420091938149491
63.18064483340814,2.390064364968291
63.33795550456313,2.440691313730537
63.18195766149881,2.4345040609723974
63.236782865515025,2.3410987343539826
63.141424348388504,2.459354898305393
63.22854314461227,2.29635027808477
63.14952577128493,2.4427115813694775
63.108604723894786,2.2933156549290543
63.11110160250521,2.3686143722958337
63.17592443417817,2.4203467735766813
63.17456049572722,2.410055355440716
63.19150607444143,2.4192633573500646
63.19343988276621,2.4102130292457535
63.24431438200273,2.344321076643847
63.2551642065757,2.270587886275288
63.204079447641384,2.319977080757461
63.23103685366139,2.346605564163044
63.18255917423086,2.400113007753572
63.16743612137891,2.457642516835487
63.183370066743564,2.3172261774256104
63.170192500023376,2.4617345192054954
63.183199315396664,2.449673418442913
63.26972548336139,2.37334163567743
63.26364262726103,2.376538788255848
63.20376639980587,2.3267850688339777
63.24527934783206,2.295515342499953
63.19202587222883,2.3231872882520617
