Intercept,BLMH,CA6,CDHR1,CST6
63.05940759220752,-1.6522418447078313,-2.3949238498966645,-0.4377175321204624,6.358383759163957
62.92455233702826,-2.0889503481478804,-2.436745068315895,-0.13483056473438462,6.526115192194285
62.93058773742454,-1.891748762368483,-2.526146534043959,-0.24052085657709507,6.489772904114938
62.89532179671051,-0.829200550551652,-2.366720879380642,0.03121351115941565,6.121151347883527
62.90098845831365,-2.022610863776583,-2.464618465716842,-0.19722245496171328,6.52236220916072
62.881269109409565,-2.236758712994254,-2.4428059559415587,-0.060480716615856266,6.599794465145569
62.977144507751284,-1.908656314358789,-2.52290166419995,-0.18661953355796895,6.4884880605986295
62.93090872804129,-1.9992817200586244,-2.503296684493852,-0.11226614801936233,6.5001826843490145
62.99878756401759,-1.7842692740300172,-2.38612041663844,-0.1933532182887476,6.39334390848331
62.92497537967233,-2.0117624399486784,-2.569229793279651,-0.3170621942783342,6.543840170721269
62.928639129092396,-1.9259676214142953,-2.473233494022151,0.12669079110299195,6.470254795240265
62.9844548462465,-1.8967165274981046,-2.4495715578487345,-0.14726382751858183,6.465711894808925
63.01844517435384,-1.7985810308284422,-2.4693238004519102,-0.05826945139050024,6.3593446919032415
62.9816144956183,-1.8666284276593275,-2.464459577195622,-0.1878846558786206,6.47591142700216
62.98326888184116,-2.0577228406144497,-2.5374642966493233,-0.14628058423115134,6.521604287412397
62.935704480497286,-1.9485328127655481,-2.4523811171886605,-0.16178912749805177,6.485350804165731
62.99812904181151,-1.809531193630929,-2.418192437962332,-0.23479368512668414,6.489440099994347
62.910328279193195,-1.5732482584442902,-2.541776841902581,-0.280062384080736,6.5540874601264605
62.942605364907095,-2.0179884433732567,-2.5186592830815147,-0.19474698087107026,6.585966345590936
62.93728831891417,-1.9760384922426872,-2.493913186547273,-0.3205309364860284,6.4977481763799725
62.92361188886403,-1.9514452741386619,-2.5657369950115503,-0.2722323508631557,6.538593384910615
62.878878870907805,-2.111168555869568,-2.7388906096218917,0.12000204619440476,6.608526010386312
62.90695837009473,-2.0335199554142953,-2.4227914728901263,-0.15256292318256393,6.4675239700240565
63.01988302344825,-2.596405397438105,-2.4616225952324777,-0.13624008612774344,6.758032975589622
62.989875094303734,-2.071732646854452,-2.531206195593025,-0.0905236824805784,6.456858668640727
62.92001337436626,-1.873239813765411,-2.5533920524558837,0.08547128041658689,6.456903623814724
62.97370229122831,-1.922855228359258,-2.477779266323066,-0.15341878454679647,6.48153872907885
62.899475914396525,-2.113931322013088,-2.5168596786367563,-0.07716848969394259,6.510603958797226
63.02058738990449,-1.7434659778329287,-2.4859825017539503,-0.17947843066158897,6.445117213028272
62.923895575050516,-1.8598238817406696,-2.414308635950979,-0.16228626089646045,6.469645618202686
62.92409162569805,-1.5750210020381006,-2.5760482549358503,-0.442344985584531,6.603953085063328
62.934953505512674,-1.8655659718037907,-2.515560667475387,-0.28453233002448747,6.480845492354601
63.024800830300876,-1.7362213048453818,-2.510069033549617,-0.06757430591762763,6.376580515386126
62.92704051261134,-2.053424655608182,-2.532390437662765,-0.12609302033781225,6.468836085121213
62.866433580496704,-1.6294362722145224,-2.300549668070731,-0.19987296875132185,6.116588382148351
62.91664909212446,-1.98905106163268,-2.3517215254081463,-0.3282521789995157,6.45749095874118
62.99289598284139,-1.8012502559725392,-2.481453897016529,-0.18460780533284088,6.380527236426107
63.00186209206406,-1.9470252131465784,-2.4215705671130108,-0.3790862605411835,6.571673559227715
62.854542684068996,-1.7620434313675593,-2.519644501760896,-0.3437083179584229,6.52455217584377
62.956150574537745,-1.9146660518425394,-2.491880096130028,-0.18300655132367208,6.495432819933194
62.987327575030854,-1.9035040261303364,-2.497060257133664,-0.25434945340603293,6.463635406901333
62.969858338003014,-1.9310174982213244,-2.4771592130855877,-0.1719520363257071,6.4475523354215785
62.936889370077296,-1.8416840686582558,-2.5092118503865963,-0.24530622707516314,6.426397446315951
62.939442662857935,-1.9146363833583173,-2.4879896044954215,-0.1857612379170542,6.499906693014735
62.92889553800888,-2.1201578142436404,-2.4907653010551853,-0.2824986398291682,6.616365882924717
62.94577201439641,-1.8476290476517938,-2.440613200961041,-0.08359675614600855,6.445485144286127
62.968564559268614,-1.9852042560565009,-2.5058589127687814,-0.10570984522931375,6.495357044574816
62.95620440209041,-1.9254055612399912,-2.501654385989734,-0.16298580765287127,6.480974813406983
62.943169548897615,-1.722388166376363,-2.4821783854926847,-0.16754596310226974,6.39325126486888
62.96905420212507,-1.9489831646881715,-2.490502615450031,-0.155129695652249,6.49345315876564
62.966225616473054,-1.9074366280461061,-2.498265748443568,-0.1775364449194228,6.485880291025806
62.9103707003447,-1.7583527951780822,-2.4230391240432834,-0.06276403149040682,6.279317226419294
62.99760730400168,-1.8545624347493648,-2.4143811020562933,-0.15523779892758238,6.411995007043572
62.85919840279205,-2.071939816204926,-2.5126229353082845,0.07522820196775594,6.311465247741936
63.00076802129488,-1.7902678088944561,-2.5111512426858402,-0.2668435329515766,6.439199575065016
63.088838718811616,-1.3978034279117213,-2.7576276502940105,-0.08854576341436973,6.249114414894913
62.912253561020805,-1.8053059454655367,-2.5827447755642745,-0.2924003944520791,6.591188606551008
62.878919513005236,-1.776956466934454,-2.37889481135402,-0.3582661876918906,6.374497837464521
62.93710313909137,-1.9669013205672914,-2.5080093167222253,-0.22110781458520393,6.541223249902746
62.95784327755844,-1.9312727913590129,-2.4997658776392435,-0.18495620139551538,6.497519871950371
63.04502659465974,-1.8865810512196624,-2.4352819132123296,-0.6747364032000726,6.652778566341638
62.96795969003736,-1.9119464719694899,-2.4876620790937807,-0.16485558860088087,6.491254233674467
