Intercept,CCL25,CDHR5,FABP2,GUCA2A,LGALS4,MEP1B,MLN,REG4
63.43365958894984,2.834209621406854,-3.172365675089816,0.0,7.871405897439855,0.0,0.14223368048460486,1.5436013582342558,-0.0
63.291979210569814,3.3020143718990367,-3.31358576076535,-0.0,7.5254738918234905,-0.0,0.3457068038623365,1.5523066070186333,-0.0
63.336436676410216,2.8032762431142615,-2.9585745735343036,-0.0,7.820068150108442,0.0,0.11648845407842291,1.585197914038438,-0.0
63.29627217140643,2.7592327717837386,-2.674831562217242,-0.0,7.825900844187629,0.0,0.2203245493811381,1.4083158046011028,-0.0
63.309009873679365,2.8273762038846444,-3.0096155419606845,-0.0,7.881048865958877,0.0,0.20187145419799163,1.503626636053851,-0.0
63.2757808130615,2.8305408241537444,-3.1947827386070626,-0.0,7.882407637362263,0.0,0.18680809169340648,1.605018338333411,-0.0
63.35001994447448,2.79827857202263,-3.148650130578028,-0.0,7.83682435843636,0.0,0.23663204811540475,1.5917256114373648,-0.0
63.34644826999333,2.7921032972152204,-3.1322848350636323,-0.0,7.829412011757491,0.0,0.24036953916059642,1.586721136122532,-0.0
63.441826180564306,2.9292592374408533,-2.9762940049594584,0.0,7.818280432546792,-0.0,0.2275850904735699,1.658162927982133,-0.009180080972713915
63.38771487947343,2.775840760952151,-3.575454412273538,0.0,8.346685555814338,0.0,0.16155393950233662,1.518502791936322,-0.0
63.31173342135087,2.5111737876673517,-3.2083704358620517,-0.3399425045107389,9.47481614305508,0.0,0.2680785939496858,1.629550163262125,-0.0
63.38093695256237,2.80117808978486,-3.0424944698795118,-0.0,7.76062369704064,0.0,0.2549339134679766,1.6007204519294445,-0.0
63.42268802405396,2.6326502701083228,-3.2510815879244044,-0.0,8.014531307259327,0.0,0.3331927330016975,1.5520906401489103,-0.0
63.364404070991796,2.898167042830757,-3.1434991517775246,-0.0,7.669675783869441,0.0,0.21738096317138095,1.6226155293584459,-0.0
63.36196497436905,2.8057617458778186,-3.1794037462610745,-0.0,7.829865458870303,0.0,0.24097404557270774,1.5783136658329906,-0.0
63.31972157861182,2.805968517975437,-3.1247852625285226,-0.0,7.819305430026397,0.0,0.21232482246007361,1.5934939709738094,-0.0
63.39320603260997,2.793768235920818,-3.154646126842137,-0.0,7.949478898912685,0.0,0.2083621392570987,1.6050863831963722,-0.0
63.26691372303054,2.5599761906293566,-3.2474067281481855,0.0,7.924551678925928,0.0,0.2688509602367526,1.7731246491303478,-0.0
63.34114676966318,2.82020832883815,-3.1185953671443363,-0.0,7.773445713071064,0.0,0.24324959399330456,1.60788337637346,-0.0
63.32570899426951,2.835520342972896,-3.217580624786042,-0.0,7.660434459471331,0.0,0.2667882400752596,1.614795938832687,-0.0
63.36040111603269,2.807260086087851,-3.1837017002600634,-0.0,7.849775170877295,0.0,0.24911029344759905,1.5942197816784147,-0.0
63.28996655337812,2.7580641646126587,-3.041811049249705,-0.0,7.76254987994018,0.0,0.2290886277779586,1.64300860742355,-0.0
63.31228388270139,2.7076023901911856,-3.1939167435183595,-0.0,7.989267463848254,0.0,0.22204758544304848,1.5324215860310284,-0.0
63.43982662452471,2.9493958169965717,-3.2974728170948495,-0.0,7.8286785027427985,0.0,0.2610614736116744,1.4604124415837203,-0.0
63.36259487492934,2.803115486380661,-3.1737334853528685,-0.0,7.685341326033912,0.0,0.2391425440081862,1.623622161351029,-0.0
63.325154302043856,2.7791280907874856,-3.0851404541894096,-0.0,7.824872422681938,0.0,0.2290782322096011,1.600846784580327,-0.0
63.38475148749731,2.8386750702926093,-3.1024205728894207,-0.0,7.860671987916846,0.0,0.21102216387151077,1.580630140307697,-0.0
63.31061749401034,2.8215243013206197,-3.1997667475462523,-0.0,7.740086375371549,0.0,0.24631343294702848,1.5732193547319744,-0.0
63.38547138978607,2.8013356462825656,-3.0580946612344557,-0.0,7.792364224559726,0.0,0.2532968122242851,1.5559248111391573,-0.0
63.30308762784654,2.584300697536014,-3.23633841723752,-0.0,8.394970141084672,0.0,0.25716664425668045,1.5782031929341125,-0.0
63.32510132372129,2.8102599575679834,-3.0781301462184314,-0.0,7.78902438319938,0.0,0.26080708809319497,1.5776803625794327,-0.05140228129463254
63.3547435632902,2.7991448887956154,-3.1637538107803347,-0.0,7.845920047021723,0.0,0.23792168221531237,1.5937110289518202,-0.0
63.42370289286749,2.7738503434519686,-3.1646693349938704,-0.0,8.027476309323278,0.0,0.2501045660890081,1.5902246129588689,-0.08793533778052716
63.31730834680783,2.7075501633187407,-3.7290887719999857,-0.4683032575031652,12.371056455055392,-0.31091537607035796,0.10153036354729054,1.5374298774954729,-1.6823180150898125
63.21084225951446,3.0469199458518563,-2.987038528945966,-0.0,7.56699722128537,-0.0,0.08367712465420767,1.5789678140770154,-0.0
63.28182777419337,2.883271137386017,-3.027117269657078,0.0,7.633646025191129,0.0,0.21801862926654214,1.6087978643126322,-0.0
63.37346839958003,2.8747195120560853,-3.111651990617336,-0.0,7.665930628705832,0.0,0.22968278749052765,1.592746009730905,-0.0
63.389163476934016,2.751817581981939,-2.9984448280700473,0.0,7.836831256036931,0.0,0.25672132247251417,1.588846981820671,-0.0
63.233620317388834,2.809192442237636,-3.2284982898872796,-0.0,7.7142228737141,0.0,0.13507400568844308,1.56894039452957,-0.0
63.32740295674756,2.861356173970444,-3.231216872738535,-0.0,7.861550052848777,0.0,0.21728899132465848,1.583577397097025,-0.0
63.36276782210664,2.7794799642518826,-3.1346899487631408,-0.0,7.829519176162513,0.0,0.2508015257193401,1.5792814245338347,-0.0
