Intercept,CA9,CBLIF,GHRL,TFF1,TFF2
63.746219036596436,-0.0,0.0,-0.0,3.662973024736781,2.541520178963232
63.636129166107125,-0.0,0.0,-0.0,3.9859420562409067,2.270189096947804
63.678015917433136,-0.0,0.0,-0.0,3.7757458793278214,2.4733888250370444
63.57188684173343,0.0,0.0,-0.0,3.8227990971783825,2.5451889048984575
63.61242572546333,-0.0,0.0006389233534058741,-0.0,3.6504382679154403,2.683949424036397
63.615460514567346,0.0,0.0,-0.0,3.8854722180463384,2.409220759282892
63.67511106355453,0.0,0.0,-0.0,3.773785994901257,2.467754193097247
63.6533146632327,0.0,0.0,-0.0,3.8152831247406445,2.3947354274075803
63.79236577601138,0.0,0.0,-0.011810089221347546,4.205208737009264,2.16718577433266
63.65127131169157,0.0,0.0,-0.0,3.8368750000009015,2.363325486372256
63.63198194187987,0.0,0.0,-0.0,3.8088433360001446,2.701591624765982
63.75448938993572,-0.0,0.0,-0.0,4.233480609801104,2.030237993956202
63.705373883165535,0.010606766609848467,0.19179523697697548,-0.0,3.6150255391396082,2.3318275611836663
63.708904019144676,0.0,0.0,-0.0,3.7701588248962743,2.4693044078301214
63.670864955886245,0.0,0.0,-0.0,3.7750338445089997,2.4741113549496263
63.64241777171536,0.0,0.0,-0.0,3.829234975203748,2.375647066262681
63.69269006684133,0.0,0.0,0.0,3.9107731344632666,2.2564620784581564
63.614613704032735,0.0,0.02338686112098024,0.0,3.7853190810192587,2.4560430202014416
63.656530435894155,0.0,0.0,-0.0,3.825480812982351,2.4208893628951174
63.70429700811206,0.0,0.0,-0.0,3.846420974712976,2.447661786718803
63.67389892860097,0.0,0.0,-0.0,3.7743608749594175,2.4677961857859034
63.60243219528722,0.0,0.0,-0.0,3.969096395761581,2.294062648467529
63.61702396094262,0.0,0.0,-0.0,3.667435408703783,2.6167081715051377
63.71979146160364,0.0,0.04293649129924244,-0.0030361359777710505,3.6067044711080727,2.4487097169639753
63.67084729518429,0.0,0.0,-0.0,3.772624185796061,2.4885962010613367
63.663131468636166,0.0,0.0,-0.0,3.781558223901937,2.4457569264314567
63.69942843268341,0.0,0.0,-0.0,3.7658257763469414,2.4863077656704804
63.66759726357261,0.0,0.0,-0.0,3.7586739555343467,2.4750322183629128
63.71321809002873,0.0,0.0,-0.0,3.638263592202439,2.6412122362927266
63.599755892606325,-0.0,0.02450859351651901,0.2082967342594411,3.6123003699831173,2.4969396879626196
63.60894578125857,0.14405693198783842,0.0,0.0,3.6221431361992598,2.516170277106696
63.63782597238424,-0.0,0.0,-0.0,3.8002220422134187,2.4329166851546895
63.73133108993271,0.0,0.0,-0.0,3.7379166990117723,2.5144546352834785
63.6808446686225,0.0,0.0,0.0,3.785287193151601,2.4671979048757766
63.56491721341527,0.0,0.0,-0.0,3.827206161829844,2.273041195836413
63.60923632959103,-0.0,0.0,-0.01177895776263772,3.69157355696813,2.602743292486889
63.67486690994575,0.0,0.0,-0.0,3.7725789079046987,2.465406842351957
63.701732133977174,0.0,0.0,-0.0,3.778105538734113,2.448302510287926
63.553371725471536,0.01085872691581708,0.0,0.011662024075839756,3.562033059933749,2.3866067026964273
63.629962659613234,0.028112266066980036,0.02792417639702627,0.0,3.647502659725821,2.4762200815662285
63.69092760426046,0.0,0.0,-0.0,3.757848442775899,2.46985246552694
63.65569392479921,0.0,0.0,-0.0,3.7913381453291404,2.438171489236649
63.655750781177005,-0.0,0.0,-0.0,3.7639826883882557,2.4739221198141483
63.631631056529045,0.0,0.0,-0.0806528092537195,4.093765614319341,2.310054819325077
63.67130634973467,0.0,0.0,-0.0,3.7614292883212594,2.483280666512709
63.650340585722454,0.0,0.0,-0.0,3.933392704738966,2.3561263676341224
63.665454932966206,0.0,0.0,-0.0,3.7835432562198648,2.465936982359379
63.693055010213556,0.0,0.0,-0.0,3.773307335922961,2.500885396697742
63.64119582606376,0.0,0.0,-0.0,3.7430976722659013,2.5126163161222004
63.691550802587216,0.0,0.0,-0.0,3.7717152945314907,2.4739481688067335
63.69338814846143,0.0,0.0,-0.0,3.7669378681206167,2.488243394710411
63.58785219160485,0.013558497875254951,0.0,-0.0,3.709393208806462,2.3096439727283804
63.72794393633262,0.0,0.0,-0.0,3.759491308429197,2.504874637319805
63.59056314265766,0.0,0.0,0.0,3.701254665073641,2.433751031058302
63.68994286167237,0.0,0.0,-0.0,3.7835605744139325,2.43201201262504
63.72671949241228,0.04586106328698927,-0.0,0.0,3.6090609646126066,2.4267940068450713
63.603965923544855,0.01977642992162081,-0.0,0.006184108023231569,3.6824256466877556,2.4218337528891545
63.56702873738999,0.007450381412603206,0.0,-0.0,3.536779718774163,2.5068488199885772
63.6492959511152,-0.0,0.0,-0.0,3.7580680625962444,2.495767310215821
63.79961057311538,-0.008709665709153795,0.0035251407488463313,-0.046397853933177545,4.0914071458743875,2.3925346008918207
63.7601222428285,-0.0,0.06351689899705484,0.0,3.7326488804712055,2.5416774138108984
63.70282374812038,0.0,0.0,-0.0,3.7543721926154596,2.5280947907721822
63.648239183883376,-0.0,0.0,-0.0,3.954954880587453,2.28571663425008
63.6916702787585,0.0,-0.0,0.12260428466278828,3.607690873401534,2.41171423882744
63.650026246867384,0.0,0.0,-0.0,3.753066479565128,2.5280146902468252
63.605208866084176,-0.0,0.0,0.0,3.7097714127866026,2.6166813972114107
63.63912636443259,0.0,0.0,-0.0,3.848554709530303,2.386884470959354
63.677969809322,0.0,0.0,-0.0,3.7718665323902787,2.462457526480064
63.684643894186394,0.0,0.0,-0.0,3.7874674593324062,2.445717815770192
63.76017859569094,0.0,0.04458546773043323,-0.06974646604747088,3.5525437231681094,2.5731193549157316
63.63782284196993,0.0,0.0,-0.0,3.7229132533777136,2.5060780371651283
63.62957023152952,0.0,0.0,-0.0,3.8482456296922374,2.3670188355842203
63.70339011895331,0.0,0.0,-0.0,3.7726739238220284,2.4752405093062055
63.68309574766389,0.0,0.0,-0.0,3.747122498791662,2.4936586445847837
63.737141244063096,0.0,0.0848856535684792,0.0,3.596933324033356,2.477993251019009
63.629748750077226,0.0,0.0,-0.0,3.7319864754802152,2.5621761374101237
63.66292217764228,0.0,0.0,-0.0,3.7727960023371696,2.450160303683068
63.64787828263814,0.0,0.0,-0.0,3.7686111260294326,2.4607748906026727
63.634005048770845,0.0,0.0,-0.0,3.8321426707925657,2.3961935151678593
63.66535093670365,0.0,0.0,-0.0,3.7614104984256573,2.5123363515145165
