Intercept,AKR1B1
62.91369381931148,1.4462851741539275
62.77498016838008,1.4574254071061263
62.79035470783129,1.4086238571646064
62.712862828674176,1.5412796426480062
62.751231632543956,1.4928056375753957
62.74787660962079,1.4667149510787227
62.818393015161696,1.4579568899528432
62.78741976500837,1.4452091908817595
62.87054413659175,1.4490747673309659
62.79808572437826,1.4135988553680578
62.78481937075237,1.5204438173427606
62.844739251028784,1.431307417483607
62.88194674485222,1.5907731636518319
62.868865849436204,1.4907758163483877
62.848610506928466,1.4518733637003929
62.784488627022945,1.4314052817872343
62.850005116071884,1.4980770261866272
62.763701666851105,1.410097753112632
62.82601381306554,1.4511147422853852
62.79960236867929,1.3855144673731703
62.78521738539334,1.4117415085070493
62.75794360498736,1.472176932328457
62.75980801685656,1.3888259860016428
62.88944830082534,1.5080845425178375
62.85091977922305,1.3789956769254559
62.79198053474029,1.4226670685371023
62.83798248947922,1.4467112978794094
62.763449939933665,1.4124975574720866
62.86313311499661,1.436845817367947
62.770462822433906,1.4512045750396707
62.77644155586779,1.4463114130269685
62.78082627287767,1.4527467448143927
62.866618661239336,1.5323584910974077
62.782082285721835,1.4120062441165397
62.69929406785085,1.3859994172685872
62.748686958056666,1.4550261601765866
62.85983945827523,1.4181649201299618
62.85297170921254,1.44185142751252
62.69830655982925,1.5093963484478206
62.81344173633821,1.4419147608759308
62.836803470116216,1.320208153696493
62.78849126968412,1.478945718286918
62.76651265266622,1.4507456107059327
62.79555593096029,1.4355809286153238
62.79760862885065,1.4302602051776778
62.783503397437215,1.4997156896625887
62.81993172845512,1.6180623164990704
62.803039562335734,1.4344391491402029
62.784285450817784,1.432443326446412
62.83326322553417,1.4478351810205388
62.8314720103321,1.4550750106572385
62.73207349621952,1.653164486456895
62.84738110721293,1.4415539884620276
62.71693118566824,1.4380173700502454
62.850377905850245,1.4299831764194573
62.92581194051914,1.5737659001278024
62.76648862671587,1.4893084966084347
62.71667585210047,1.444523094527761
62.793826548953625,1.4412801301023355
62.80715427108271,1.4471201552510737
62.873013154499944,1.3874819520334782
62.83549651950867,1.656328952390786
62.780635062456085,1.4540148481752904
62.85544692333296,1.4542567739553316
62.81739817411543,1.4456558727348607
62.74680026373253,1.4826435463661178
62.80696725895832,1.4242906508384239
62.85437254748938,1.4748083240996441
62.83040276606134,1.4414013588891548
62.92244158168905,1.2834576154939548
62.765064570715055,1.451688810652904
62.772405255469515,1.4792305152069272
62.833238017048856,1.4205005625978728
62.836339018021015,1.4091183365970492
62.90621780883659,1.5293199888540987
62.7739513441158,1.4657988999368845
62.77334537960239,1.427867820765164
62.786514368521985,1.421980220984423
62.780136042564386,1.4573965830279447
62.83161218118724,1.4316339296628526
62.81131431821801,1.4464951491033375
62.790895341210266,1.4072042748399831
62.76667367679342,1.3840169347739382
62.94639233401315,1.9820697282193285
62.79772687587207,1.4464706943315444
62.86277696237485,1.4665468855379369
62.79835995019776,1.4607645452241682
62.869413805716356,1.4039550355118036
62.758634993132354,1.4010820434977853
62.72845340278104,1.4265377446288718
62.74066210022806,1.4082613858358382
62.789399574418624,1.4114055761968698
62.75964312383522,1.5121022346554485
62.80820803949853,1.4318964379821941
62.79182597880885,1.426924338478612
62.85541619650665,1.4804463471983662
62.921088554350625,1.4674647651192698
62.82991007352359,1.4293566904315156
62.8410666729826,1.3869989583912192
62.77799831620462,1.3979489281355377
62.78924860056676,1.4366888022744841
62.80158940596888,1.4367330304477992
62.79484666430095,1.437781836269654
62.83078154769625,1.5636742984832495
62.86739423794926,1.4957464627579777
62.85318816564771,1.4686077188972748
62.81657110091993,1.4450098985340598
62.88038055190444,1.397715873821086
62.80860666260583,1.4447715553671798
62.77738706588831,1.4396098506961998
62.768667365748776,1.418622845472363
62.85234116441557,1.456539943142004
62.846459842772624,1.4596978662602667
62.85984630511753,1.4786291048617115
62.838682835117716,1.4489455572803511
62.71488077149636,1.3401157527117473
62.84428238473124,1.4296801366522025
62.80977310934596,1.432753945932309
62.89638045974536,1.383895667198753
62.81957291306326,1.4457248783090304
62.787144247737686,1.4742314280265325
62.6990557874692,1.2731461198620115
62.7817694918935,1.4467155406203158
62.83275010443469,1.4168351682526283
62.78889340162878,1.4638925036030064
62.78928193201638,1.513485675413984
62.772247689463065,1.4363226467109211
62.8536116978281,1.3877446669695463
62.80473993120769,1.4326542935578992
62.80808972526523,1.4455255314611222
62.812863786510604,1.4418715005881972
62.825505919293995,1.4428928971693353
62.77935603616431,1.4628918391373875
62.874994188795156,1.4422053577786724
62.733008512670644,1.5445464669380233
62.798097620786905,1.4618381924297097
62.90877018655186,1.4518784539797531
62.873592174592694,1.4322686095104373
62.78678528783322,1.420846121879663
62.83395049942474,1.3897162595782557
62.967413016866956,1.3526075096375818
62.93920898952698,1.1825437219608632
62.89020667912657,1.5206475285517091
62.751165827808705,1.4937246555691992
62.83941712269436,1.4514008654795842
62.71147664414304,1.5763006261943706
62.77002525187052,1.4550661192624728
62.8639098316416,1.4734706897916017
62.903534343002974,1.5039556369041025
62.730459763947486,1.385055688088961
62.79426317750201,1.4599080869371759
62.78260750836963,1.4095003275855875
62.74647056337557,1.406932046697365
62.85861355943853,1.4715198323508945
63.00773037540584,1.8229157919102357
62.849262907059575,1.4496744046929932
62.80644409404968,1.4485315822705358
62.8826668173317,1.4592881796122517
62.78324750259308,1.4380124723825034
62.78205927919534,1.4121186588571062
62.84385001303706,1.4281810040835874
62.83997067366394,1.3259872469808256
62.84842434071239,1.4685942114418113
62.88366397085365,1.467174627465496
62.73024497166413,1.3894497932593945
62.899200226143705,1.5113686510491344
62.83286006917696,1.4468089087642022
62.77865040283807,1.5049937034408591
62.84296008416656,1.445971178675664
62.7761136491376,1.4884669640748704
62.854711693335645,1.422550828141584
62.78813464446782,1.4417192445963067
62.93435460062291,1.562171084711316
62.792223527223875,1.425647304242722
62.762984525102205,1.5283956511148307
62.826547241482395,1.216455620188761
62.96783221874974,1.55848257606819
62.832264339777566,1.4453628300887875
62.8271470134146,1.4536386298723736
62.98262888269126,1.5279189768961956
62.84682530644694,1.4158115867563554
62.83123453852216,1.4544259834719584
62.74591769594357,1.478038844580517
62.93887523820191,1.5476404648505195
