Intercept,AMY2A,AMY2B,CELA3A,CLPS,CPA1,CPA2,CPB1,CTRB1,CTRC,KIRREL2,KLK1,PLA2G1B,PNLIPRP2,PRSS2,REG1A,REG1B,SPINK1
63.93415349386934,-0.46930334979149846,0.13865267273049706,-1.4808802041671343,1.7856750124333134,-0.0,-1.6958571588409908,4.122957934697788,-2.2467003062655566,-1.3525695333213332,-2.7299369978955097,1.4396219569364082,-0.40857742393863844,-0.34927980366512157,0.6911001537805107,3.556414381797591,0.9932333048146834,3.804760327687004
63.99871241330118,-0.6742631261505344,0.0,-1.711086266965459,1.9984550100032998,-0.0,-2.0636296490126003,4.983091525101099,-2.673707121155183,-1.490706099835738,-3.583116159171969,1.4966084607869548,-0.0,-0.3555054697631291,0.623509300934001,4.482755869925977,0.0,4.895154604407948
64.0469086734253,-0.7082577225374003,0.0,-1.7508167191046344,2.0452750783484075,-0.0,-1.832069730890258,5.042820572854615,-2.7775572626863774,-1.4142632882589767,-3.832532833322297,1.4739736686301042,-0.013698210199154836,-0.3577762751740716,0.5800936066156854,4.434687809653628,0.0,4.879091731834941
63.898511234872785,-1.2144518393838364,-0.0,-1.2731622770435922,1.8854264112285561,-0.0,-1.910786075180218,5.471333219827948,-2.931566309741208,-1.255588204552066,-3.438134758759744,1.501817637674068,-0.0,-0.29354653809028963,0.6371202492183273,4.43619433846802,0.0,4.523644277580235
63.98988890590499,-0.7231639530517856,0.0,-1.5351149934385668,2.0865860048515947,-0.0,-1.9147295073816142,4.98557410290793,-2.722106538091197,-1.4379409156279963,-3.6486167151908933,1.4255523941913777,-0.18578013672521596,-0.3604251978302518,0.558219709732658,4.442080090362883,0.05545758194225717,4.8289407894111696
64.01723617256113,-0.6236529424322916,0.0,-1.6718000152525765,1.933946477894653,-0.0,-2.001800570057195,5.073779712727545,-2.796396543317421,-1.293346301058526,-3.92070114842134,1.3623942564746212,-0.11700594514976266,-0.35694520849472855,0.8617732038627972,4.284663936232298,0.0,5.193238196640488
64.03513582871587,-0.6169723875906961,0.0,-1.725678139034807,2.027169935011537,-0.0,-1.9839002877150316,5.097591375227377,-2.7485055363357245,-1.398552916811797,-3.8400442820206444,1.4647723375541144,-0.05893164240332919,-0.3512378755395055,0.5664610158275553,4.445366954195209,0.0,4.936114064129652
64.03486578964042,-0.617916351304522,0.0,-1.7676641582470558,2.032798940994199,-0.0,-1.9669624470329659,5.034173304348782,-2.7270760237325944,-1.4320287292343072,-3.82654729069989,1.4790751781677351,-0.009615106517092683,-0.339798375330827,0.5325380867891251,4.46342494052604,0.0,4.8955789271979455
64.0014914610662,-0.775482988089491,0.0,-1.7828120327141748,2.1053364651138677,-0.0,-1.6563358421739498,4.323837664096472,-2.209693764559237,-1.3660871816960425,-2.9389327524844546,1.6356553294561125,-0.3969911243309008,-0.3350250560350581,0.5908118081819123,3.390033521694004,1.3229861079397673,3.7514255064814948
64.0399764403965,-0.44201973225229807,0.0,-1.7549281678488104,2.0090190220279314,-0.0,-2.019556390490655,5.0106856928664,-2.7490127397832227,-1.4034648702237664,-3.8788070943538284,1.4865066237747544,-0.0,-0.3511341083936883,0.5321649349840353,4.471213660278618,0.0,4.852888073554911
64.0163567691507,-0.7987978139540826,0.0,-1.70636886340487,1.9797567059460308,-0.0,-1.9624931119938902,5.073348563136042,-2.630564466876788,-1.4074298009089554,-3.6214422931528616,1.4618412428875034,-0.0,-0.3500009057972282,0.4917538214231648,4.530892767569448,0.0,4.907100029286777
63.918093945650284,-0.509793689885091,0.054350719023004944,-1.5382266634023483,1.9404905123660237,-0.0,-1.7256508217210813,4.348473078498169,-2.24680323368192,-1.4541259834176403,-2.890352304715886,1.4992203046835986,-0.2913644674192152,-0.35870734254149345,0.7300941394797213,3.4757483491882613,0.9684202336905725,3.691997957192006
64.08688708848976,-0.7730088013607034,0.0,-1.36407262776608,2.214216601389348,-0.0,-2.06654223890046,5.124840989476876,-2.609241875078573,-1.5411761109909135,-3.796264218398778,1.444192775476935,-0.0,-0.33872403611382534,0.1750497810323625,4.418642859835477,0.0,4.80450090374946
64.05976627516988,-0.7334244504984219,0.0,-1.78025490003095,1.9791775961658584,0.0,-1.9712129281568243,5.176559062505042,-2.6983421657216886,-1.3578604300516324,-3.8566460972138894,1.4838812147701779,-0.0,-0.34708938976544357,0.4010502080508625,4.4577522986261755,0.08385512374720816,4.922071152989984
63.877801135450675,-0.5462637060653525,0.04569787265728687,-1.550607528971014,1.9544732779199259,-0.0,-1.7106516825746647,4.326321502669029,-2.352093013710967,-1.3998803230325088,-2.836218676573841,1.492989608461691,-0.3084265066475967,-0.3623815374296281,0.7568558103755985,3.521583122494642,0.997876125715885,3.6684636621489637
63.9783118384723,-0.6175302922375459,0.0,-1.5177233968864465,2.272794831362026,-0.0,-1.9326437381072195,5.024698858771016,-2.7564246507267907,-1.6785952077645379,-3.8904448260829265,1.5102151942760083,-0.42383458432714916,-0.3352970915468066,0.6389848413866405,4.387897678842734,0.0,4.915785331305664
64.13308763410977,-0.48013588424638154,0.0,-1.4490065972770596,1.7739983982520167,-0.0,-2.1785446235908923,5.053692438824031,-2.3403081387535734,-1.5060847431126099,-3.6281065062024767,1.3442182073798243,-0.44435373353372876,-0.32741122121673594,0.0,5.374879994245344,0.0,4.944470749122647
64.02648054659596,-0.648069248449959,0.0,-1.6737369111174025,2.009344041235375,-0.0,-1.9614159612585085,5.053655630455728,-2.743090758132914,-1.390353372739986,-3.7563218626664714,1.4760953349723525,-0.0,-0.34857196012884406,0.4885050212266017,4.394665044372283,0.0,4.921606746300828
63.91889932298191,-0.5471100399059254,0.03258246724577064,-1.5293825427614458,1.9415980572022349,-0.0,-1.7011736136085864,4.331701943206153,-2.273096525440831,-1.3881565095763213,-2.843286271830989,1.5548587204847955,-0.3359494190730767,-0.3911500151769073,0.7253060956394473,3.6269488641785856,0.9777430257118046,3.5323348555410283
64.01623058847106,-0.46076534115448875,0.0,-1.6813151494964385,1.9752842923979663,0.0,-1.9819179148174577,5.064327791776313,-2.884692065606652,-1.41742590579335,-3.956634205527569,1.478397305983525,-0.0,-0.3519506394459091,0.5213620393819606,4.504126427509119,0.0,4.8010678369785955
64.02656662785382,-0.6206725407083336,0.0,-1.7457272794089973,2.022919723723175,-0.0,-1.960101354262041,5.041265948719467,-2.746520889672177,-1.4301264191965308,-3.792174315364816,1.4721775221486633,-0.0,-0.3479076098809266,0.5240265225803076,4.425327726184592,0.0,4.909410948144592
63.967344896160114,-0.8516017307870645,0.0,-1.385993414709101,1.8387710513250382,-0.0,-2.0433945036692065,5.296284100754981,-2.700187085013815,-1.4120223447546614,-3.587061457235155,1.4716332096872968,-0.013820261417115454,-0.3667355134800297,0.39167420550529297,4.527262934449418,0.038966016218095485,4.959177757425068
63.97403734452044,-0.5915577030105452,0.0,-1.9868262453696426,1.9607139123911208,-0.0,-1.9844515682588069,4.945814317902327,-2.670097032514422,-1.188226709923562,-3.7525601655129557,1.5634254515908412,-0.20279789643175594,-0.36508315845345607,0.8480023628387426,4.571126414332196,0.0,4.6729278783632395
64.06838553317533,-0.5982954751517444,0.0,-1.6963388344934196,1.9173196746017327,-0.0,-1.9231151175983132,4.9293630109488245,-2.7493346567836343,-1.4056927525915828,-3.708754984560815,1.4446782099123319,-0.0,-0.3474849658034731,0.5526318199930453,4.494858768335302,0.0,4.923455022875555
64.04476559799905,-0.5927772107493372,0.0,-1.7620525488219758,2.047224728730913,-0.0,-1.993445082877513,5.044096475605336,-2.7553045133620153,-1.4004538835140066,-3.840858833621541,1.4798163657705883,-0.011535242206516676,-0.34519711255172053,0.5495309828612684,4.46739596648923,0.0,4.9003897507610645
64.03052874474689,-0.5640627227289496,0.0,-1.7282334786152016,2.0620590308307483,-0.0,-1.9541114355697542,5.035248443015456,-2.7119439359805666,-1.4244121166737471,-3.860334256506608,1.4622918050495557,-0.007905589882698653,-0.3525508831683349,0.5086289256210009,4.454718732146732,0.020575332513888107,4.831348604823524
64.11678211671548,-0.5253867968515623,0.0,-1.7647103866840987,2.255811010022784,-0.0,-2.0100113144363885,5.046729533019592,-2.7365564670678078,-1.5740251302635626,-4.0417965083238805,1.5569893114848001,-0.0,-0.3429804671694695,0.5140256757161039,4.380041345400523,0.0,4.881637576451288
63.99320783722251,-0.6416532774202671,0.0,-1.6530965046264852,2.0904157293380004,-0.0,-1.9274293748405873,5.028684241035788,-2.912313703974227,-1.2003892263230358,-3.9410208096322163,1.4615744224525464,-0.17754478624206976,-0.34751264478193805,0.5067411484873154,4.510207523814461,0.018117707853187018,4.747746038176388
63.89199051185346,-0.5578313989983699,0.08262439717507916,-1.5531188216214427,1.9164885229530506,-0.0,-1.689986840028011,4.308449751926817,-2.3456515788008927,-1.3722398151044264,-2.846414042026289,1.4905348101061946,-0.31502758695648736,-0.36104433717296636,0.7582429247607108,3.5323623057878053,0.9791335453866727,3.6635993121837207
