Intercept,CGA,GAL,GH1,LHB,PRL,TSHB
63.136698608473225,0.9849656990464315,2.434100611211893,-0.025618052491933767,-0.43079536905948473,-1.6662838910955997,0.1920696815436201
62.99771339120344,0.8183248645905239,2.5846121101719843,0.0,-0.44512446214539203,-1.6596024147253146,0.1670841102489162
63.02344349965728,0.8991333303472252,2.580187503247982,0.013545311846573267,-0.5198827658426275,-1.7031684217540124,0.0
62.93018218771221,0.8884446377302443,2.658096754119125,0.012042225802939515,-0.43832816172927946,-1.6471340509199093,0.21182057423204226
62.97255327656608,0.7645139607295413,2.6225355640333086,0.007929163970081721,-0.4353500298454906,-1.6524419297767163,0.17883151236224315
62.971613711487116,0.9594817507589452,2.5349755513890244,-2.139649609353035e-06,-0.5055820662212596,-1.762690622469526,0.19250624511376038
63.03501095605179,0.8409759111253737,2.628117426297766,-0.0,-0.4961085146755381,-1.6894355216136152,0.12455040722419725
63.00711557317749,0.8165098813447498,2.6549445702485706,0.0,-0.4965974379406859,-1.6777196557780938,0.1160499675700047
63.105022949946736,0.8858289947172363,2.647423122025576,-0.015972834122672898,-0.4721823120448034,-1.6545087847870834,0.16384073220775133
63.02908093641221,0.8425648733638172,2.6050343838467964,-0.020841408320322,-0.45955871713682656,-1.6758639332233634,0.13275625976639882
63.00157527008393,0.9798808265833643,2.6584165662500325,-0.01479665123140411,-0.4814959815985182,-1.6774892751874884,0.12748635977170572
63.08058629046411,0.8132364890039829,2.683276731080292,0.0,-0.44199412951314526,-1.824446324368299,0.14563884763393484
63.126631528810854,0.9654727513136433,2.544145508568888,-0.0,-0.46803642215515207,-1.760106344802481,0.0924368059610671
63.07093316657339,0.8550963898631908,2.591890286614672,-0.0,-0.4370478106946776,-1.6606306611404875,0.11006447646681236
63.040242557796475,0.8408735657290668,2.603736653478815,-0.0,-0.4668550418477926,-1.677300725008347,0.12103906528597691
62.99730190566656,0.8580328564354013,2.6420528366507656,-0.006562490085118811,-0.4595033811992935,-1.7478594516592147,0.11767297216939225
63.090921707297454,0.9516147196424226,2.5825861345649255,0.0,-0.46318791037998724,-1.7150163659243916,0.08312243306026999
62.97362955726571,0.8141821175012118,2.6581893163474595,-0.021194816772898493,-0.5601850753614195,-1.463429243992694,0.1212406186172396
63.02784107920787,0.8391530850768898,2.6303943885256023,-0.0,-0.46927264283789766,-1.6947749136157104,0.12757049435114814
63.01222154804288,0.8503661816412885,2.5542768758903542,-0.0017477429823398,-0.45914637112832035,-1.6940303349169084,0.12095901885985735
