Intercept,CCL28,CXCL5,LPO
62.947617737792434,2.2294263351511887,0.5986322786075933,1.0456617087870415
62.81990034213638,2.449997158719816,0.5741388214749813,1.0685591177420941
62.84840437269208,2.393686926040523,0.6452061107918593,0.8574426184982221
62.76156304288982,1.980398463442499,0.8254784268641325,1.0340006499461203
62.79227474565524,2.3518498831677324,0.5617325019458114,1.2050416121066632
62.796962061663315,2.267995885667691,0.5927622600305154,1.139241943167282
62.865828554556145,2.3565720247972792,0.6015215424681174,1.0600391849576476
62.840760605610065,2.352371077876985,0.6236617039193709,1.0154551571503396
62.93141898639785,2.4603201799117738,0.5567638324190816,1.1672630517525087
62.85388669421216,2.35453795962011,0.5668274454639981,1.0944992335723698
62.82861425390538,2.36619972241175,0.6202787058701273,1.1206936281221478
62.8986029924878,2.340007315595417,0.5834997380739001,1.114106763476909
62.93644925680523,2.4274600575829854,0.5722491116639051,1.1084786309548598
62.91676826295933,2.4180813436604867,0.59115198803499,1.1136584159611749
62.87300194729888,2.346341605468767,0.6030009728422193,1.0476894562729082
62.84806271631979,2.3341704371260237,0.6145481736337126,1.0140339486165402
62.886962034794585,2.311006886140063,0.604713708294632,1.109686382691287
62.79253356102561,2.471968585146231,0.6243449339223971,1.1268841396820954
62.86746744988505,2.3575292746136647,0.6029550968486189,1.0551658671410487
62.837257316371584,2.3603030309232835,0.6010145702924786,1.0130969093272246
62.83550645503664,2.4072647425372735,0.5746302556004991,1.0434636054917568
62.808518731270155,2.2420511397977463,0.6041200723380209,1.1409182027362688
62.79626656864822,2.369387717958416,0.5931201931608241,1.1304518460522115
62.9216127715479,2.2315276778135473,0.594289446504534,1.0043277965387645
62.886107263583995,2.3011658700880875,0.6135757829071463,1.008863124624433
62.83016032480018,2.3081374447801744,0.6132974169348585,1.112587181532209
62.89575357031975,2.3857452491095588,0.5875720940215253,1.0999718544619328
62.81570096654351,2.3692206475954656,0.5620392392344455,1.0679844835423744
62.91748261900105,2.3195540155531056,0.6739529965459938,0.9302314728352339
62.81182468661945,2.348882344433049,0.6724702136610788,1.0417881295546454
62.82853622553914,2.2946341460529927,0.6380683020855296,1.0432879785391171
