Intercept,CA3,EGLN1,SOD2
63.08200625093752,1.4131142518887805,1.3637827080595049,2.215331967039046
62.97407776382324,1.502154482920911,1.368820937143212,2.2490796066676166
62.98123754296083,1.3779999732505217,1.4065655417514946,2.2346283463827783
62.98435726528274,1.4908571507497028,1.3428035461697145,2.2585823565897334
62.98212871621812,1.4011591319254284,1.3811927665208774,2.3001646724800335
63.021442550142794,1.4604898242154036,1.3888664509658244,2.2317926499240883
63.0295368883801,1.5057650110948926,1.3728381167715045,2.2460398942916524
62.97479114040211,1.4567205209997578,1.423497103069596,2.2426007540684387
62.97729403922886,1.4423153386063823,1.3602670846747618,2.1742593217988113
63.130275130413736,1.3020230292569452,1.828964818148672,2.2846365533327844
62.982104762357736,1.4974859689875764,1.4359909729299565,2.2541873967290122
63.043218685471885,1.4609504324011833,1.3467663688845584,2.241751718659057
62.979521949930884,1.533306106121964,1.443409926490823,2.320830989079819
63.06172341940786,1.4468539909477094,1.300827854048357,2.29852653153841
62.95504097152883,1.3682021416606882,1.3887071158118758,2.2701367612533057
62.93501172583551,1.230858958754411,1.3545581928939958,2.229809004701318
62.934997585905876,1.4741193371504044,1.4797427195133808,2.0845136187536393
62.97882357048309,1.5203274132763431,1.3680804871316636,2.2375032607665952
62.9706182135998,1.5294997358621707,1.3740703761046504,2.165529862687736
63.00382106101322,1.4722217820821655,1.372798809006963,2.243873906482075
63.00121079130695,1.4661495431876936,1.3723167721075777,2.23050371956894
63.04874599231312,1.4368932140003106,1.3279256484803459,2.3298795771835614
63.092728321586414,1.4342989425356742,1.2810445740937506,2.1673204551749827
63.01725378880624,1.4634589807128966,1.3764357573007406,2.2522212441512366
63.04859539198665,1.4589217171848774,1.3897602670818934,2.257708707408733
62.97457776251441,1.457028068096814,1.3751395483902844,2.2243827488906716
62.97863234217175,1.4364264282858037,1.419160143329353,2.2713041653897994
63.012388567952826,1.4660683728524802,1.3838372410663953,2.245173966868783
62.97872354661581,1.413181214572193,1.4756080140630694,2.242378482625517
63.00052699298327,1.4744793010344956,1.382103324159361,2.2618976215037243
63.05295668270793,1.4231935018246993,1.4053591716031664,2.262425845210009
63.04990707897769,1.4438681087032084,1.3997487615436819,2.2814427472437213
62.99235766524652,1.491214128091278,1.3855492289191562,2.2478575898549336
63.06689486890868,1.4676255984024538,1.3376271393224815,2.17626555088861
63.004572142232995,1.4694160402610053,1.379453026165456,2.2561533222510817
62.9978095952318,1.4717433196609615,1.3223494177056818,2.258890423161675
62.976392933179305,1.4756215585096246,1.3765825135120908,2.1519916700271686
63.05997610714914,1.4091765667259533,1.4475996510238767,2.3367830596723764
63.017386201443045,1.4624116342105187,1.3823616724638375,2.24079617296494
63.05772061792582,1.5275028969801094,1.3198886770431426,2.2735506028030676
63.02702565187077,1.4591700539643684,1.3907900538822786,2.232375271156897
62.906460695548624,1.4350029055812468,1.4554808859905133,2.06679053319205
63.02410644804581,1.4499134383492682,1.3776167077237451,2.234570176205471
63.04435686850503,1.4997838817483373,1.4373461118315838,2.305907678602451
63.097051525836285,1.5450784230462626,1.265975610174203,2.2711666923813207
63.010707220582326,1.4674215533041264,1.3841174058379189,2.2488699271390638
62.993130418880156,1.5647728567620083,1.3526488425630823,2.3227143503207666
62.904524320350966,1.466872482283782,1.1263426004128987,2.2254586330331065
62.97690164074586,1.3960910952260943,1.3924524829483538,2.3188176387691417
63.032498659208294,1.4743442015590624,1.324834153275235,2.265249392921186
62.986170059283445,1.4578553598052897,1.4151464046289444,2.2388759691449627
63.00813972445562,1.4928768336214728,1.2915207531634147,2.3071099064027623
62.97895213578091,1.474111627239416,1.3757756242424164,2.182451563111984
63.047053776596435,1.4320075723926313,1.3963203142969391,2.203316079582386
62.99614960639197,1.4592923082344837,1.3948754858882277,2.24218241356158
63.009572684813826,1.4708485053279623,1.3817417938622887,2.2450068471740647
63.02464012330615,1.4681234700142083,1.3941107496553717,2.2604847978861047
62.99445870253367,1.5257462616025914,1.3775099070490913,2.3723564895393485
63.00265659684253,1.4637415339306852,1.375114492811817,2.2222773465068157
63.077367562909274,1.5932370688621915,1.337169520429233,2.1413107186937994
62.93028680284303,1.5768877388905587,1.4977182505792583,2.2339107821796884
63.00254633220883,1.4738557773858862,1.3824159815552222,2.2415851302381413
63.077560549263204,1.2791978021787507,1.3564515823407588,2.2990170985315093
63.06463945690356,1.481218207166725,1.3093896794611162,2.2573533603187967
62.992066780276744,1.461773849624234,1.3158188029213205,2.3261628104675
63.05821599857667,1.5052392876228362,1.367212595474648,2.253415716483349
63.25095328993404,2.1541274413552833,0.18488269216444814,3.425810920222667
63.19751467656504,1.8594390629980837,1.2201932223412475,2.1665004229273483
63.10462021333879,1.4790290154390424,1.6289737482770528,2.1962943102152677
62.98035391152069,1.4394546196544267,1.260486533048406,2.313572439468115
63.022875659751755,1.459163528138584,1.3801784013635818,2.2442694017056746
62.90667557620479,1.243867813727086,1.380905723096881,2.421221502727702
62.95840067296422,1.486795016685684,1.5001113875352028,2.1454167192538844
63.054217079508106,1.4635519801686512,1.3886375918885967,2.2340132750316353
63.11219086459584,1.4221078896446155,1.5606198080096865,2.2956971516796267
62.91969554928973,1.3576521624120808,1.4712164375892125,2.227056439804185
62.99077134662193,1.5520829560177996,1.393917599226578,2.3175300803470162
62.97950522225482,1.465663609812639,1.3967555900352933,2.1951719876773184
62.9474153214045,1.4855766249433553,1.3463834673975117,2.1983926167619594
63.04926924380859,1.4786443714011994,1.3985954785955397,2.20504897134045
63.17944328681871,1.3693202482184743,1.4993186353294057,2.183456477614784
63.03347355162526,1.451659505963937,1.3558059140768195,2.2645155795806966
63.002034493158284,1.46246734853491,1.4380655546555827,2.1501916448499587
63.081971704900994,1.475231116573122,1.3884840450364353,2.258603786935653
62.99382429608396,1.4470265361402364,1.3827871068047686,2.239003193296567
62.98564977698935,1.4950295660317683,1.3436255918389621,2.2053135413398515
63.05319103158909,1.4867390140251373,1.3753769362004409,2.2692252995606395
63.049651824388306,1.4047862934044657,1.4097779880598251,2.2014834127202523
63.04413392956417,1.4945022191109347,1.3599903220191656,2.256134635804318
63.06366103264655,1.3874844041429069,1.4321927837012483,2.2000637338739426
62.92426642781198,1.4106922312425243,1.439419813489671,2.1641479203776366
63.06574498328792,1.4002963520853327,1.3220942261081972,2.2380125688907393
63.02813174565428,1.477134662279611,1.373858330133072,2.245649777594376
62.99524495449583,1.4573547313037192,1.3700574663037934,2.244917239340712
63.034338117026905,1.4741446155578686,1.3808922950516027,2.224213782463153
62.966034184885544,1.5434021918632668,1.4561780080253317,2.2097740336712164
63.0509310795799,1.478027195761208,1.3547310626669344,2.238304010479653
62.99994156928562,1.4539547866571563,1.3657264562150941,2.2529520885941077
63.11068170535152,1.4433961627706364,1.4390878929032038,1.9739417137167163
63.00153702018843,1.5134821269629495,1.305487832695506,2.2502310320948147
62.973105667517856,1.4669672244493575,1.3855393816374217,2.2099727109195864
63.03364610012861,1.4504890701105981,1.373383218705795,2.243924788456578
63.19601810306113,1.9428033768036772,1.2651205065356455,1.8979721498878903
63.01291690622699,1.4711212386627728,1.385616546920249,2.245428574528498
63.03135185638096,1.465804117008043,1.3848522217698616,2.2806362233896036
63.16390551514385,1.3619614265280995,0.9990935142379149,2.525841677498246
63.03599153880684,1.420156030614664,1.406884412257137,2.2230376007192953
63.02116965519047,1.4475200711630738,1.3820931854095035,2.2708508433577386
62.9463044287877,1.450753132659938,1.3972254361916436,2.2514426057109502
63.14128516933345,1.4718459361155152,1.3925930348082587,2.2633351341641212
