Intercept,CA3,EGLN1,SOD2
63.09838108140512,1.3549916964371984,1.4983445622434346,2.1659834254000927
62.97600519086161,1.5173197247161436,1.3685680130863116,2.216312195873701
62.98122526662419,1.3987065339728548,1.419723240603202,2.2514012195156585
62.91104144847682,1.4767439497771542,1.3482974990434504,2.5535052404777976
62.95085494546208,1.4810643823043814,1.3798512144295818,2.276187113475354
62.93193748619186,1.4735519785302795,1.722161386749555,1.9047863786434103
63.01476449321404,1.4682288818025893,1.3855617027817764,2.243629064042814
62.9817663745074,1.5158860424469145,1.3958705623624763,2.2151112403078566
63.067820092911695,1.4074505634615697,1.4758710558371042,2.2287370216158755
63.00395051439755,1.4793527257154626,1.2819515841653681,2.2933941759124488
62.980399889655345,1.5194375140604086,1.3724949551374275,2.3768646079170503
63.045539440598944,1.4852093226638303,1.3489096024661784,2.2651033863120698
63.07072528437038,1.4283903496450336,1.3754167632510652,2.2561440696514086
63.06057429472844,1.472157000635041,1.4777707129897697,2.2128467121942426
63.01611613689391,1.4664841196780338,1.38321607728578,2.2403338296201443
62.972817894981354,1.438724083549361,1.46738081562207,2.20533064312536
63.04436167795717,1.4057337899073072,1.500990162921232,2.2336106776671776
62.947986823974794,1.4204741750990653,1.4210699262517068,2.3980567231613197
63.01407812902124,1.4685438078767972,1.3850720780516006,2.244989050104682
63.00805289454898,1.4626336710078018,1.3675474319964942,2.244400526897367
62.98246726269113,1.4469492824158678,1.3963920396432705,2.2337160393925233
62.9595929710479,1.4523881365346707,1.354151601595185,2.2885324449823234
62.96231075931943,1.572412302209081,1.2211760319556375,2.2990998478797042
63.089493254015,1.5408258090268636,1.2882282838909036,2.191334879629772
63.04803709185432,1.454836487320928,1.3931858460411015,2.1806907546947074
62.97820135395997,1.491247337213589,1.3671417823758467,2.320805903676831
63.034171335938005,1.462736207173506,1.3738704402738506,2.264366576677672
62.966472194907354,1.4611143080228857,1.354150759070808,2.2099575502750697
63.06063817999027,1.42895202137082,1.3639577976405715,2.3150458759139387
62.95605071132595,1.5485937601048694,1.51016125069127,2.222432172197837
62.96639165856497,1.4519566725687658,1.402796783345828,2.3304141227549917
62.977105993673575,1.486460927457554,1.3854895898136035,2.2559658343214872
63.075858089761226,1.4344968339053086,1.3806854316506114,2.3198241205439354
63.01944182183446,1.465504178880409,1.4402238374667842,2.2185236176031147
62.89174959087475,1.4690523175632626,1.3628938511536344,2.2134405344802364
62.95264915806641,1.5254010951681092,1.368062081176249,2.1463097642834432
63.080832117330424,1.5994036396951579,1.3054666155758798,2.273568739488651
63.05920696275478,1.4925842742528983,1.4207258717582032,2.215107226361487
62.89789461863243,1.458754963050743,1.3688457524258495,2.3038300758190955
62.99493617913726,1.5050900930295248,1.4057867677946343,2.2326499222971186
63.02883563494369,1.4505544947858882,1.3641122844616713,2.2350227103599427
62.985541861928915,1.4510833170192448,1.4018840698345798,2.2598719618419447
62.953554036986326,1.3313683431545595,1.4058946324981791,2.3222532775718
62.98639829761511,1.5240006106620396,1.3723998480518789,2.2430825373485614
63.014156168749096,1.4560596666634549,1.456490843208008,2.1909183615747625
62.9784111586017,1.5744491991401601,1.313547932074366,2.4250676534014954
63.011471360348004,1.4744028737965695,1.3863947314536553,2.243148395559012
63.006565697240234,1.4604844514943383,1.3809524834931817,2.247177768818257
62.98087778883993,1.4649255585941767,1.352346172267559,2.291883973901224
63.02202105174726,1.4654669239927667,1.3778703639174676,2.248259966377318
63.022948889895915,1.4465372324600536,1.4284835841164834,2.2247727651343716
62.93563553001634,1.419020183208884,1.479194386435849,2.222369691432811
63.050606114828184,1.4846441626613918,1.3550017204667142,2.27828033344283
62.91358898531467,1.3672810435471074,1.440583386981764,2.1215427420515685
63.066520038615955,1.555995862776102,1.3587848451510742,2.242239884462481
63.11437503630642,1.475780210990286,1.3491061422996495,2.3028034826114188
62.967020107525535,1.3296253023408444,1.4683121614647467,2.2414849734311644
62.91917115102672,1.524322387084985,1.3055835240509999,2.256327256619745
62.99922149370614,1.4914300460324998,1.381770266163045,2.2113229603997167
63.018210604620926,1.4664732565597665,1.392825530446833,2.244473971729093
63.077122640016285,1.4940488751365864,1.36263300610309,2.2215188364252447
63.03828909310184,1.4774036294473836,1.404142885721696,2.2741832688281582
62.98176066149855,1.4590760036774724,1.4295967641995195,2.185127624578693
63.04670357017297,1.4238339180982096,1.4108989732089652,2.2265266295597463
63.01865422993464,1.4658976609485288,1.3878077759022136,2.256156307116095
62.94914764258567,1.50637617946128,1.4911194730007862,1.987770811422218
62.98362776371599,1.4423781991357905,1.379371545198284,2.325701475291187
63.03238664128796,1.445700230507667,1.3974986436021126,2.2167541696187856
63.02393181091503,1.4705299517653918,1.3783714812839738,2.2424314000023413
63.10686666562666,1.5182638133708057,1.3718909333483926,1.8794638694334036
62.96517688138472,1.4040795270459918,1.299465750179675,2.405387706225628
62.96953099241326,1.4396701648626127,1.4156043853093425,2.271778377792785
63.04767297538621,1.488847279114733,1.4409157688557268,2.1806714723493634
63.036634936569044,1.437532375471273,1.3686779788866483,2.272537631915518
