BPIFB2,CCL28,CRISP3,CXCL5,LACRT,LEG1,LPO,ODAM,PRR4,TCN1,Intercept
-0.08949071406474096,-0.18158748995196414,0.3010783743136306,0.03316611506916095,0.19034391772163822,-0.003321308578751058,0.014281528962428566,0.2556624964697783,-0.042242999763497935,-0.1789984068148254,10.013992439690323
