ATP1B4,CA3,DUSP29,EGLN1,ENO3,FGF6,IDI2,KLHL41,MYBPC1,MYBPC2,MYH4,MYL1,MYLPF,NEB,PRKAG3,RYR1,SOD2,TMOD4,TPM3,TTN,Intercept
-0.000775748727270609,-0.04712839566120759,-0.016713483640110702,-0.18330653247735176,0.3353753120138171,-0.003195123114342454,-0.09811772353489033,0.10798234090443565,-0.28534727254848347,-0.04814010957014337,-0.0046802864003585125,-0.04639121006713193,-0.0990047027172923,0.02254938309401081,-0.04018794993720944,-0.010665750904274842,-0.16677270921710297,-0.03712349144452322,0.044166823467648365,0.013945641383908079,10.04328711716194
