AMY1A_AMY1B_AMY1C,AMY2A,CELA2A,CELA3A,CLPS,CPA1,CPA2,CPB1,CTRB1,CTRC,CTRL,CUZD1,GCG,GP2,KIRREL2,KLK1,PLA2G1B,PNLIP,PNLIPRP1,PNLIPRP2,PPY,PRSS2,REG1A,REG1B,REG3G,SEL1L,SERPINI2,SPINK1,Intercept
-0.03219069486003253,0.05639732240683592,0.11175972830347419,-0.017508926220570993,-0.03288260675360471,-0.0401892968468099,0.09079818447430515,-0.09978572055227113,0.12207098386841861,0.0699145074539305,-0.10259300247669248,0.08371676077526029,0.03291507666560851,-0.13080685988498456,0.06152316116557119,-0.03695221241274127,0.3195880008071934,0.10880480792474208,0.0022612176790090307,0.0013725813895414962,-0.06461610405435748,-0.2687839864013988,-0.14952201006053834,-0.04637638021131723,-0.022498398212635343,-0.288788683754707,0.11802164962286743,-0.39540114550327815,10.08403810324241
