A1BG,ADH4,AFM,AGT,AGXT,AHSG,AKR1C4,AMBP,ANG,ANGPTL3,APCS,APOA1,APOA2,APOC1,APOF,APOH,ASGR1,ASGR2,C2,C4BPB,C5,C8B,C9,CA5A,CCL16,CFB,CFHR2,CFHR4,CFHR5,CLEC4M,CPB2,DCXR,DHODH,EPO,F11,F12,F13B,F2,F7,F9,FETUB,FGA,FGF21,FGL1,GC,GDF2,HAO1,HGFAC,HRG,HSD11B1,IGFBP1,INHBC,ITIH1,ITIH3,ITIH4,KLKB1,LBP,LECT2,LPA,MBL2,MST1,ORM1,PGLYRP2,PLG,PON1,PON3,PROC,PZP,SAA4,SERPINA1,SERPINA11,SERPINA6,SERPINA7,SERPINC1,SERPIND1,SERPINF2,TDO2,TTR,UPB1,Intercept
-0.1611373410097016,0.00824970745354374,-0.3572995693268917,0.06735465586705065,-0.03324857571307734,0.10816994275678582,-0.01603540258375845,-0.3503032680982599,-0.11811913923325847,0.038959391280360044,0.005494439331235242,-0.03767993705585996,-0.07636077230528297,0.05510527507113304,0.05589007668172344,-0.023100317079405346,-0.23316775140532156,-0.09713209303185551,0.015693074126309096,0.07378011908226303,0.016848173486060162,0.011532419639722227,-0.04668192556443078,0.007455754806787493,-0.10425372554010455,0.08090779414555685,0.013867941833498598,-0.0029579449336216033,-0.07504701742201499,0.05416825477936472,-0.06222268180658113,0.016726420529799228,0.011902819435675362,-0.05428165249595036,0.1234319482607229,-0.01155593404692945,0.20004580046901024,0.06366938894328114,0.2122607767996465,-0.05076636473261004,0.07250020339911313,-0.2810958673016993,-0.046171979683891216,-0.11428489972790293,0.02708903534346078,0.1007013746104198,-0.011057248318914182,0.041802922044198644,-0.004571105185803372,0.031265108002613784,-0.03597860518695474,-0.00937434367787131,0.030743584648212977,-0.20233708535993902,-0.003962331786119025,0.1627442360778075,0.013749956262452909,-0.16512031736454752,-0.009022755806062948,-0.032654853915538,-9.971849825723843e-05,-0.07636283623953406,-0.012010525502000128,0.11299514758473748,0.14169539885041865,0.07714711932701883,0.1265583237235088,0.08954036915153149,0.030075921865043417,-0.7700224727724799,-0.10995719524887801,0.07861832571074891,0.10041632494919069,0.0015843534452391883,-0.1619229137423955,0.9015001051771099,-0.011140798381656814,-0.028022573014208442,0.030943149545521548,10.08315927634109
