BMP10,ITGB1BP2,MYL4,NMRK2,NPPB,PXDNL,TNNI3,Intercept
0.029642350911693663,-0.04024870560120491,-0.17559022786344317,0.08138773531537033,-0.1828351084869196,-0.018389253584657744,-0.06407079473314202,9.993497429525274
