BLMH,CA6,CCL27,CD207,CDHR1,CDSN,CST6,DSG4,FABP9,GATA3,KRT14,POF1B,PSAPL1,S100A3,SCGB2A2,SERPINA12,SPINT3,Intercept
0.0412696041918015,0.24492577004442237,-0.2050452414606241,-0.1562232655894511,0.07913078001680716,-0.17171952495385262,0.0006851325482196646,0.19829036919454068,0.07410823777669268,0.07652915883795675,-0.02504088012075169,-0.23991341670362754,-0.011541634701426743,-0.037785645322932264,0.001998147249236107,0.014666945934046584,-0.052720265209833174,10.109048154144467
