CGA,CSH1,FSHB,GAL,GH1,GH2,GHRHR,LHB,NPTX2,POMC,PRL,TSHB,Intercept
-0.09584076673403841,0.0584242388806733,0.056934583306406675,0.16180011166133426,-0.0034828321584807727,0.008180658940676435,-0.01685216902067637,0.02198087030099337,-0.5368181312455353,-0.007580224575947226,0.04719198060777426,0.035686077659680786,9.984059892759815
