ESR1,LEFTY2,PAEP,PGR,WFIKKN2,ZP4,Intercept
-0.010950229698070165,-0.0971703857363208,0.051168815668849475,0.055806749017905916,0.19357246708708453,0.020309851157023485,9.943649105309392
