BLMH,CA6,CCL27,CD207,CDHR1,CDSN,CST6,DSG4,FABP9,GATA3,KRT14,POF1B,PSAPL1,S100A3,SCGB2A2,SERPINA12,SPINT3,Intercept
0.040803375318233054,0.24748396266512995,-0.18762854928359501,-0.14253905952101958,0.06238722998409296,-0.20334098548123883,0.0021955916246291225,0.21598977750771356,0.08094170271717975,0.056315373810230884,0.020460443292940403,-0.22803490317398378,-0.002284872763698585,-0.056642804665658186,-0.01050476560583496,0.022356376258968046,-0.050481162503167774,10.108089492418078
