CGA,CSH1,FSHB,GAL,GH1,GH2,GHRHR,LHB,NPTX2,POMC,PRL,TSHB,Intercept
-0.10821926522863916,0.0688426717515274,0.06407634749531066,0.16104817662877008,-0.006846990019259845,0.009453774069954651,-0.027693044867389348,0.015119673686449567,-0.5575882608921123,-0.016766460964175178,0.049909694009690996,0.02711939510420611,9.988878173279371
