ACRBP,ACRV1,ART5,BPIFA2,BRAP,BRDT,BRME1,CBX2,CDC25A,CETN3,CLSPN,CRISP2,DCUN1D1,DDX4,DDX53,DEFB118,DKKL1,DNAJB8,GAGE2A,GJA8,H2AP,HMMR,IL13,IL31,IL5,INSL3,IZUMO1,KEL,KLK3,KLK4,LELP1,LYAR,LYZL2,MAGEA3,MENT,MSMB,NAA80,OTOA,PBK,PDCL2,PRAME,PRND,RAD51,RLN1,SDK2,SPESP1,SPINK2,TCP11,TEX101,TEX33,TIMD4,TMCO5A,TPPP2,UBQLN3,ZNRF4,Intercept
-0.05959037985510173,-0.07952335634565483,0.017551490965027446,0.02519637721500237,0.060424643901386285,-0.10807940942973104,-0.018312206584668173,0.025144899766352508,-0.017346240949984815,-0.028345089913527494,0.005924236576863835,0.04447970478063611,0.024989126984235308,0.042566190466027824,0.012327412485398271,-0.008697595757894083,-0.03469333344177467,0.014938025697032278,-0.02311416761356776,0.05315544267876339,-0.02210267365596032,-0.008969134931487127,0.008469453241864624,0.0013142997421348834,0.0030709776002527346,0.09094610559271767,0.08250864205943714,-0.10464571459905044,-0.08036192032554197,-0.28893616144983003,-0.015434408719366015,-0.007079980388484527,0.042034447634809,0.02304675821373599,0.48854402284656756,-0.14235261916840197,-0.007853378255351219,-0.006093447085377082,0.011778741092097408,-0.02332653314122062,0.016248433525802006,-0.035238315911738344,-0.05265371585415839,0.058661027026474334,0.057912010854753254,-0.10696232836764735,-0.13187788740223946,0.012249946450210228,0.01058677241821409,0.0282009264714175,-0.12583735103106908,-0.007090490224488898,-0.0002415176068835029,-0.04602628603459114,0.006493846430465134,10.088074009066833
