ACAN,BGN,CRLF1,CYTL1,ELN,FRZB,ITGBL1,LTBP2,MFGE8,SOST,SUSD5,THBS2,TNFRSF11B,VCAN,Intercept
0.4759326366350786,0.07280474657316995,-0.06836186868928654,-0.22033102686740091,-0.36589278091318966,0.008155914796146514,-0.15667455261388158,-0.5392492642863581,-0.04890530529566705,0.03951503644992001,-0.1700636742999248,-0.012236355309690462,-0.3469088094630845,0.029815802689220548,10.064318442424039
