AGER,ALPP,CCL18,CSF2,LAMP3,SCGB1A1,SCGB3A2,SFTPA1,SFTPA2,SFTPD,VIPR1,Intercept
0.2902138652825308,-0.03184510379504658,-0.13418995851105722,-0.06424478235850087,-0.3244145241371663,-0.0765425515592553,-0.038955807824986255,-0.02563673759541795,-0.07077020815548697,-0.13376982179218486,0.0655214086551372,10.091251505950925
