AGER,ALPP,CCL18,CSF2,LAMP3,SCGB1A1,SCGB3A2,SFTPA1,SFTPA2,SFTPD,VIPR1,Intercept
0.2681520525705119,-0.025766844095926042,-0.1332842124590454,-0.04304859714901192,-0.32464568576676933,-0.09774486623215126,-0.028447373683454874,-0.02801481709597032,-0.08139249947110667,-0.14893802306746812,0.023903140340282097,10.086698346229413
