AMY1A_AMY1B_AMY1C,AMY2A,CELA2A,CELA3A,CLPS,CPA1,CPA2,CPB1,CTRB1,CTRC,CTRL,CUZD1,GCG,GP2,KIRREL2,KLK1,PLA2G1B,PNLIP,PNLIPRP1,PNLIPRP2,PPY,PRSS2,REG1A,REG1B,REG3G,SEL1L,SERPINI2,SPINK1,Intercept
-0.034557733495756485,0.06946126583217,0.10213081297052058,-0.0028541414168273996,-0.025400093656201266,-0.05535533730306779,0.11580721700955958,-0.07403592886437094,0.10763235022793956,0.060473866730875195,-0.10507205159860089,0.08330575075394654,0.02911182210753883,-0.12385434544302416,0.07019203634630612,-0.034105780293608466,0.34801498731605585,0.08927131788118427,-0.002028694450255324,0.0011317831577076901,-0.06552617277183742,-0.27838158710590843,-0.14779453328187142,-0.03730278970114341,-0.02366183696400902,-0.2600305570364434,0.11653098307655262,-0.4061780637324137,10.097697986198298
