ACAN,BGN,CRLF1,CYTL1,ELN,FRZB,ITGBL1,LTBP2,MFGE8,SOST,SUSD5,THBS2,TNFRSF11B,VCAN,Intercept
0.47313906517084414,0.06125716730963369,-0.09837786592856956,-0.20110066619394093,-0.3715878433868066,-0.04041268725188131,-0.17004367734203993,-0.5125422973721313,-0.056841462355566474,0.012849991940238288,-0.15007776373127707,-0.0003113239135894057,-0.3320814140837677,0.00858835074541674,10.078212293799846
