BLMH,CA6,CCL27,CD207,CDHR1,CDSN,CST6,DSG4,FABP9,GATA3,KRT14,POF1B,PSAPL1,S100A3,SCGB2A2,SERPINA12,SPINT3,Intercept
0.035262310413013254,0.23573305294146724,-0.2044296189993662,-0.14733179419095793,0.06801267353469041,-0.17475060610732612,-0.010700251644681464,0.22666015435179618,0.06888602495596458,0.04761682978222249,-0.012052092701445865,-0.23470340328655365,-0.019636674478154124,-0.05342231443404228,-0.045092893929987235,0.02004353398415709,-0.05067450481460058,10.098748800744765
