BPIFB2,CCL28,CRISP3,CXCL5,LACRT,LEG1,LPO,ODAM,PRR4,TCN1,Intercept
-0.07502162967875518,-0.17617257887002616,0.2742574697535086,0.0248999637800226,0.13349030648186547,-0.00527886920486773,0.010212921070950894,0.2374228832368096,-0.042632809115900686,-0.16554683846186075,9.997073753927603
