BMP10,ITGB1BP2,MYL4,NMRK2,NPPB,PXDNL,TNNI3,Intercept
0.03459077345019625,-0.038850052247347396,-0.18588916622167248,0.07487851416095923,-0.18090439643111944,0.01004098058947263,-0.06155410238820447,9.997395082186769
