ALPI,APOA4,CA7,CCL25,CDH17,CDHR2,CDHR5,CEACAM18,CEACAM20,FABP2,FABP6,GPA33,GUCA2A,GUCY2C,INSL5,LGALS4,LYPD8,MEP1A,MEP1B,MLN,MUC13,MUC2,NXPE4,PPP1R14D,PYY,RBP2,REG4,S100G,SLC51B,SPINK4,TMPRSS15,Intercept
0.05722194709157943,0.1529671138664773,0.07501656360258678,-0.08211393653861704,0.047074621631449494,-0.16065944833631146,0.14158923815963273,-0.008391941174587034,-0.12408091507745893,0.1319575065570126,0.06821213953901045,0.024780261675094464,-0.2097109317114722,0.01703019331170408,-0.031225174903154303,-0.26744662250873574,-0.05882227423371558,-0.06871158401196792,0.05336206155897791,-0.08563893921354113,-0.029306501428100443,0.0014938345328577745,0.027497645762010883,0.026166591883404363,-0.024571858198669475,-0.06106753282681341,-0.21196219271016806,-0.08942703594835168,-0.0038056691055266397,-0.08410494414215,0.042175769456918435,10.10807570399839
