BSND,CYP24A1,HAVCR1,ITGB6,NPHS2,PDZK1,PTH1R,REN,UMOD,Intercept
0.04607728503912612,-0.012101188810593785,-0.3399225489793102,-0.06515547197295733,-0.011187632094776275,0.003182774925345265,-0.006996674892407433,-0.18621288878106507,0.172388902520236,10.096569959645056
