BSND,CYP24A1,HAVCR1,ITGB6,NPHS2,PDZK1,PTH1R,REN,UMOD,Intercept
0.03219115333830528,-0.017452861389591914,-0.3516466333628449,-0.08415183906771395,-0.0014190153852225225,-0.0074719037998511205,-0.003480355135592909,-0.1848338837594564,0.16856232735061202,10.094936546303721
