A1BG,ADH4,AFM,AGT,AGXT,AHSG,AKR1C4,AMBP,ANG,ANGPTL3,APCS,APOA1,APOA2,APOC1,APOF,APOH,ASGR1,ASGR2,C2,C4BPB,C5,C8B,C9,CA5A,CCL16,CFB,CFHR2,CFHR4,CFHR5,CLEC4M,CPB2,DCXR,DHODH,EPO,F11,F12,F13B,F2,F7,F9,FETUB,FGA,FGF21,FGL1,GC,GDF2,HAO1,HGFAC,HRG,HSD11B1,IGFBP1,INHBC,ITIH1,ITIH3,ITIH4,KLKB1,LBP,LECT2,LPA,MBL2,MST1,ORM1,PGLYRP2,PLG,PON1,PON3,PROC,PZP,SAA4,SERPINA1,SERPINA11,SERPINA6,SERPINA7,SERPINC1,SERPIND1,SERPINF2,TDO2,TTR,UPB1,Intercept
-0.14866935985941035,0.0017199544130467738,-0.35388323713711023,0.09348978059455243,-0.02722438300801597,0.09218902361269012,-0.0034908015731914756,-0.3553256972618134,-0.12125564016074442,-0.001936050625422467,0.02664578398625509,-0.0404638568122583,-0.08400615487284195,0.03466590654210592,-0.004834079616481195,-0.013228155029036927,-0.25895429707368134,-0.11198719711358078,-0.039712369395502656,0.05914718450698473,0.005727666462560227,0.02569942207002636,-0.04736550232252177,0.0050037865575755635,-0.09409927335014433,0.037968701045181345,0.013111059925933479,-0.007723109965564832,-0.07053518819593604,0.061791697989286035,-0.11021032829794,0.036368200367175384,0.008740260461525838,-0.046057467718718596,0.08832379379487132,0.00809324875493261,0.18800545244150207,0.15935791241430755,0.2562237265588867,-0.12777563897719563,0.0701617574123122,-0.26019679217148156,-0.042207066339657755,-0.09867162416577566,0.01757406291019575,0.1445121237647043,-0.016261392491952426,0.05939067775817372,0.008178621945296477,0.03340959053804373,-0.048212257436145406,-0.01316699887399253,0.03826953122226161,-0.1888081801361771,0.10849979009609839,0.1826902722903961,0.015553567642994556,-0.17324627971263087,-0.006416271076213199,-0.030850348590079332,0.006131551743055185,-0.04791304366821663,-0.028835376518979345,0.12133198701672321,0.15319135759681968,0.10915863025003071,0.11718013687701075,0.10465216536805291,0.03413977299969209,-0.7279531082057892,-0.10105080936989193,0.00508618809303058,0.06053917687217629,0.05476001833113145,-0.17626826923112474,0.8609468322397797,-0.024175562659827725,-0.06411180774066692,0.02844059604858241,10.07367677739461
