ALPI,APOA4,CA7,CCL25,CDH17,CDHR2,CDHR5,CEACAM18,CEACAM20,FABP2,FABP6,GPA33,GUCA2A,GUCY2C,INSL5,LGALS4,LYPD8,MEP1A,MEP1B,MLN,MUC13,MUC2,NXPE4,PPP1R14D,PYY,RBP2,REG4,S100G,SLC51B,SPINK4,TMPRSS15,Intercept
0.062181574038429645,0.16971432831264044,0.05185442231428533,-0.0857899870356359,0.03985875859062791,-0.16347736291415094,0.16243775534093136,-0.0016759459850893361,-0.11472605964675435,0.12955152475640824,0.05390977819489327,0.029011913984533295,-0.2351026150418379,0.012086978402693523,-0.04398734273866251,-0.24306107672286764,-0.03562690255587648,-0.06630181489280927,0.048836525254362634,-0.07159084041039396,-0.027557141250899864,-0.001792232650371987,0.04532990244334701,0.012757800359393634,-0.010282376616735311,-0.058014208285285154,-0.21770713140312092,-0.07287831858499952,0.001749692598562012,-0.08076599455685761,0.0371226999108797,10.076523503214828
