AGER,ALPP,CCL18,CSF2,LAMP3,SCGB1A1,SCGB3A2,SFTPA1,SFTPA2,SFTPD,VIPR1,Intercept
0.2723144646421785,-0.027764974178933647,-0.1376244651630611,-0.029134279865458777,-0.33160478419090506,-0.09921626754933052,-0.023163626447308704,-0.044589732871418,-0.09409648775102557,-0.14484482872390808,0.03411858909674049,10.097496879237568
