ESR1,LEFTY2,PAEP,PGR,WFIKKN2,ZP4,Intercept
-0.013249994572480826,-0.10081796232765722,0.04995305806740716,0.05537038013635902,0.17055075393425023,0.006644316453062124,9.929859743956023
