BMP10,ITGB1BP2,MYL4,NMRK2,NPPB,PXDNL,TNNI3,Intercept
0.07306264968522155,-0.04013225785179041,-0.16877863921718417,0.08337130072810157,-0.18654383759485688,0.00964687410981833,-0.06793564930691173,10.003715905375051
