ABCA2,ADAM22,ADCYAP1R1,AMBN,ANGPTL7,APLP1,APOD,ATP1B2,ATP6V1G2,BCAN,C1QL2,CA11,CA14,CBLN1,CDH22,CEND1,CLEC2L,CNDP1,CNP,CNTF,CNTN1,CNTN2,CNTNAP2,CNTNAP4,CPLX2,CRH,CRTAM,CSPG5,DNAJC6,DNM1,DNM3,ELAVL4,ENO2,ENOPH1,ENPP6,EXTL1,FGF3,FKBP1B,GABRA4,GAD1,GAD2,GFAP,GPC5,GPR101,GPR158,GPR37,GRIK2,GRIN2B,HTR1A,IDS,IGLON5,IGSF21,IL9,IMPG1,KCNIP4,KIAA1549L,LCN15,LHPP,LRFN2,LRTM2,MAG,MAP2,MAPK9,MDGA1,MEGF10,MEGF11,MEPE,MOG,MZT1,NCAN,NEFL,NGFR,NPTX1,NPTXR,NRGN,NRXN3,OMG,OSTN,OXT,PACS2,PENK,PMCH,PNMA2,POLR2F,PPP3R1,PTPRR,PTPRZ1,PVALB,QDPR,RAB6B,RASGRF1,RGS8,RTN4R,SCN2A,SCN2B,SCN4B,SCRN1,SEPTIN3,SEPTIN8,SERPINI1,SEZ6,SEZ6L,SLITRK1,SNAP25,SOWAHA,SPOCK1,STX1B,SV2A,SYT1,TAGLN3,TBR1,TMPRSS5,TNR,TSPAN7,TUBB3,VSNL1,VSTM2B,VWC2L,Intercept
-0.012375102778619342,-0.026100427351298583,0.02433836792889935,0.018263444381513033,-0.06354952774941003,0.06872840830964802,-0.025484057869641984,-0.027841181846234717,0.00889172018943668,0.39849084536485146,0.08155624189629161,0.011348091116704179,0.22044990327671737,0.007848699932956503,-0.003127592984612817,-0.022658871074158576,-0.002144436376433064,0.14481957633722206,0.09317829463646392,0.03390676570004781,0.10384395800460022,-0.022307876742837903,-0.15842394598338372,-0.0260022272185947,0.014099328801312106,0.0493178561217001,-0.06770655832143026,0.006613981201708045,-0.007520811317762779,0.02409738991737553,0.01753017801586664,-0.010871992367662286,0.000788491905335391,-0.012032081264449357,0.12995806392846412,0.05506033910104521,-0.012116794696892603,-0.015007903433328142,0.006995021842926282,0.040446485474404784,-0.005795735988070473,-0.18894059349967146,0.09106392089512048,0.02102920402401029,0.06722764099109893,-0.0616955808177016,0.024106101129637646,0.04034920443314816,0.0067475384357594086,0.061334873969967535,-0.00923453406357215,0.1185522577281275,0.0024078834329193466,0.013415906349328703,0.017195806246075033,-0.06921747204545055,-0.05620421039477883,0.0019751648723673157,0.018775794317188375,0.10441093554446801,0.0070238582204026545,-0.045239055333513176,0.027003203599222276,0.001350489675147928,0.017101490233704282,-0.09517876211184202,0.2844640096025612,-0.2992142931742562,0.04058318579419468,0.14370881621484044,-0.35513784382332075,0.010029940583450653,-0.08716735264761423,-0.005928335950711568,-0.05943347359223437,0.07769592853258829,0.05320633212982408,-0.024300290451792165,0.012646247471475124,0.05982968268348868,-0.07008144678405542,0.00048268977015279463,-0.05708720036557539,-0.11431464196504648,-0.014637439252712348,0.20719714836726452,-0.2951341165851352,-0.017270122399965768,0.06390645436752354,-0.014144686895603095,-0.01220855733783821,0.0013966278376242422,-0.019457560956767084,-0.0012076274117532968,-0.057319764960160675,-0.054174307950960676,0.038128955402339224,-0.04376609277548276,-0.38265379336571276,0.09488356016618965,-0.11164886896857676,-0.07967008802863604,0.21596963851665496,-0.03478333289265933,-0.002709998495436849,-0.33696114020121465,-0.021580669541987826,0.014483734156816752,-0.0581472536054466,-0.0009274319284245729,0.015568340441984602,-0.03866652039290252,0.18896619873745674,0.026784455820986933,-0.0062182779380106305,-0.10087310149687757,-0.0018270865305012392,0.03578227942197784,10.161905305262795
