BSND,CYP24A1,HAVCR1,ITGB6,NPHS2,PDZK1,PTH1R,REN,UMOD,Intercept
-0.012474608071542917,-0.018740657403698378,-0.3435783508275793,-0.08795329494127412,-0.003229384305805808,0.0050873337986000935,-0.026257609000796708,-0.179916476988834,0.16604574896137825,10.078078487203525
