CGA,CSH1,FSHB,GAL,GH1,GH2,GHRHR,LHB,NPTX2,POMC,PRL,TSHB,Intercept
-0.11234643518399662,0.0388448731626262,0.06789163083991501,0.15948842832226243,-0.005463775545858676,0.011099802695499261,-0.014876728612785252,0.025302506303832992,-0.5627673298165706,-0.02333409096323456,0.05220614467136399,0.034722145592367665,9.979781659286873
