BLMH,CA6,CCL27,CD207,CDHR1,CDSN,CST6,DSG4,FABP9,GATA3,KRT14,POF1B,PSAPL1,S100A3,SCGB2A2,SERPINA12,SPINT3,Intercept
0.040223100025963764,0.23070508970040288,-0.18901248136598633,-0.17608813374592075,0.07421476932047932,-0.17009241451401125,-0.00893610883955478,0.2232698828922963,0.07677544520240066,0.06958567911427849,-0.019452951788433325,-0.23822990077247969,-0.0272316802839327,-0.04808121250735225,-0.030187025869550424,0.005985867313240766,-0.050695045143081124,10.096240532955823
