ESR1,LEFTY2,PAEP,PGR,WFIKKN2,ZP4,Intercept
-0.006235617218953924,-0.09804173154236338,0.044337596147316166,0.050607471397544464,0.19742963908136502,0.035352527939981504,9.950320839487476
