ALPI,APOA4,CA7,CCL25,CDH17,CDHR2,CDHR5,CEACAM18,CEACAM20,FABP2,FABP6,GPA33,GUCA2A,GUCY2C,INSL5,LGALS4,LYPD8,MEP1A,MEP1B,MLN,MUC13,MUC2,NXPE4,PPP1R14D,PYY,RBP2,REG4,S100G,SLC51B,SPINK4,TMPRSS15,Intercept
0.04922343724440717,0.1720031687153645,0.07665525840067737,-0.08076063977702108,0.0533377417594338,-0.15853011844370568,0.13961560431521572,-0.007507877862419215,-0.10439421455049222,0.14490746471874336,0.07932406238918971,0.022355927000362253,-0.18694192061604853,0.010055222138870201,-0.03455630817220324,-0.2586537262324443,-0.03499318851909119,-0.06487764516658302,0.049311031911293594,-0.07528056143545114,-0.0054992214609502175,0.0005434043717217058,0.01933534197522265,0.013710558776785745,-0.02338519339760483,-0.08586616246238954,-0.20005680397156617,-0.084529694391228,-0.0019106526691040425,-0.10416091706318249,0.04151756959482352,10.098119124476616
