ESR1,LEFTY2,PAEP,PGR,WFIKKN2,ZP4,Intercept
-0.038565291704447356,-0.10026890562052294,0.048620678797488145,0.05535645711787378,0.18373787629002297,0.01620807265329671,9.938156537737381
