ANXA10,CA9,CBLIF,CTSE,GAST,GHRL,GKN1,LIPF,MUCL3,PGA4,TFF1,TFF2,Intercept
0.026683701769295493,-0.03663490225513516,0.030076498074776907,-0.026827168553658572,-0.07582451680203067,0.05125486322130895,0.024311968719501316,0.10496682317233941,0.03247599125204835,-0.11877739272937303,-0.09301578923888511,-0.23760169386918029,10.082967228315082
