AMY1A_AMY1B_AMY1C,AMY2A,CELA2A,CELA3A,CLPS,CPA1,CPA2,CPB1,CTRB1,CTRC,CTRL,CUZD1,GCG,GP2,KIRREL2,KLK1,PLA2G1B,PNLIP,PNLIPRP1,PNLIPRP2,PPY,PRSS2,REG1A,REG1B,REG3G,SEL1L,SERPINI2,SPINK1,Intercept
-0.009449057700983993,0.04170639079188389,0.0819116221070454,0.003122329188141486,-0.03302984252243131,-0.033714805967069696,0.0812847440093235,-0.05984852049975205,0.07085891163050582,0.06733745950132379,-0.11475557876275735,0.11373338756389414,0.02464508067339717,-0.1256320845509037,0.06096586608206602,-0.0390899081677171,0.3747587879220201,0.08096442547413445,0.017306842184798426,-0.0008830458428290217,-0.06721285375469924,-0.298623556926678,-0.14058442752162376,-0.04655606614515794,-0.036519793683390894,-0.2722786033393226,0.12546229384531782,-0.3942148653442234,10.104038082513103
