AMY1A_AMY1B_AMY1C,AMY2A,CELA2A,CELA3A,CLPS,CPA1,CPA2,CPB1,CTRB1,CTRC,CTRL,CUZD1,GCG,GP2,KIRREL2,KLK1,PLA2G1B,PNLIP,PNLIPRP1,PNLIPRP2,PPY,PRSS2,REG1A,REG1B,REG3G,SEL1L,SERPINI2,SPINK1,Intercept
-0.021205578511662267,0.05682618396111532,0.111926571438401,0.018393313061963346,-0.02376838864028877,-0.02825654849403661,0.095907451902352,-0.09752978998911709,0.09404150842087508,0.06258932532213526,-0.10481552938272111,0.08897983760759569,0.026104960299402298,-0.13320906942402463,0.0788718995329524,-0.03532531022306831,0.3424144877413208,0.0891113924711623,0.019905689539428274,-0.00042476115479288246,-0.06290736826209366,-0.3303327005929412,-0.1613195701879565,-0.030102991386761473,-0.027192988056065064,-0.27149289844714997,0.1296756189344239,-0.3857351107188158,10.097877498841287
