BSND,CYP24A1,HAVCR1,ITGB6,NPHS2,PDZK1,PTH1R,REN,UMOD,Intercept
-0.027128807895642388,-0.021389888980961037,-0.3470969901390846,-0.09852395065209892,-0.00792612749696685,-0.018289001571385757,0.010446120860158085,-0.18541846186893687,0.1733087288467027,10.107143773674967
