ESR1,LEFTY2,PAEP,PGR,WFIKKN2,ZP4,Intercept
-0.015337398713697941,-0.12084704830345275,0.04325738043160438,0.046564504784085026,0.18743215211542708,0.04409057767506278,9.955182743194865
