BPIFB2,CCL28,CRISP3,CXCL5,LACRT,LEG1,LPO,ODAM,PRR4,TCN1,Intercept
-0.09115013541191198,-0.18335470814858817,0.30058368913299255,0.02850169696781087,0.18123176966252577,-0.0068391529729907976,0.014177518853365535,0.23765731354700595,-0.04658484849578136,-0.1694871181785694,10.005111147532837
