BMP10,ITGB1BP2,MYL4,NMRK2,NPPB,PXDNL,TNNI3,Intercept
0.06262125139520698,-0.032136030275711075,-0.17667023113883604,0.11428362101501602,-0.17893335117741582,-0.010444948172523155,-0.06190653478370001,10.007141218359557
