ALPI,APOA4,CA7,CCL25,CDH17,CDHR2,CDHR5,CEACAM18,CEACAM20,FABP2,FABP6,GPA33,GUCA2A,GUCY2C,INSL5,LGALS4,LYPD8,MEP1A,MEP1B,MLN,MUC13,MUC2,NXPE4,PPP1R14D,PYY,RBP2,REG4,S100G,SLC51B,SPINK4,TMPRSS15,Intercept
0.044515000387825264,0.17367931225178945,0.05714094849597932,-0.07882606235865121,0.05810839213496587,-0.17635228097230485,0.14386131842324051,0.003979790482705791,-0.10869025696594896,0.13866458313976834,0.04527358273348208,0.02402755317507328,-0.22715032982172575,0.020417325414669098,-0.04175220202336872,-0.2509036578000111,-0.01433400952955827,-0.05561047450247266,0.04775497796647586,-0.07872484797241316,-0.011156743211918785,-0.003262544963273842,0.012278146428158625,0.04385323715102727,-0.025032413818090304,-0.08781243025209322,-0.21225939487478263,-0.07243953723999338,0.009594727195557961,-0.08471475762481498,0.04804792578862708,10.095447071928492
