ADAM8,ADGRE1,ADGRE2,AHSP,AIF1,APBB1IP,ARHGAP30,AZU1,BIN2,BST1,CCL5,CD177,CD244,CD300A,CD5L,CD7,CD72,CD8A,CEACAM21,CEACAM3,CEACAM8,CFP,CLC,CLEC12A,CLEC4D,CORO1A,CPPED1,CR1,CSF1R,CSF2RA,CSF2RB,CSF3R,CST7,CXCL1,CXCL13,CXCL6,DEFA1_DEFA1B,DPEP2,EVI2B,FASLG,FCAR,FCGR2A,FCGR3B,FCN1,FCRL6,FGD3,FGR,FMNL1,FOLR3,FYB1,GMFG,GNLY,GZMA,GZMB,GZMH,HBQ1,HCLS1,HMOX1,ICAM3,IL17RA,IL18RAP,IL1R2,IL2RB,IL2RG,ITGAM,ITGB2,KIR2DL3,KIR2DS4,KIR3DL1,KIR3DL2,KLRF1,LAT2,LCP1,LILRA2,LILRA5,LILRA6,LILRB1,LILRB2,LRRC25,LRTM1,LYN,MCEMP1,MMP8,MMP9,MNDA,MPO,MZB1,NCF2,NCR1,NFE2,OSM,PADI4,PF4,PGLYRP1,PILRA,PPBP,PRG2,PRG3,PRTN3,PSTPIP2,PTPRC,RETN,RNASE3,RNF149,S100A12,SELL,SELPLG,SIGLEC5,SIGLEC7,SIGLEC9,SIRPB1,SLA2,STAB2,TARM1,TLR1,TNFAIP8L2,TNFRSF10C,TNFRSF1B,TREML1,TREML2,VNN2,VSIR,VSTM1,WAS,Intercept
-0.03812454378093216,0.12059163216491292,-0.2195436824280398,-0.010288064498364861,-0.05601556124576787,0.017654783256195447,0.024592227010785152,0.02301636978713343,0.04079421108552298,-0.026288081885975707,-0.018914701744177326,0.011144282457494967,-0.011485572654014176,-0.1296315316822127,-0.033713263765448837,0.04054146688543761,-0.05447291654398065,0.07463006057480538,-0.0028345119267135692,0.013720711869735211,-0.10970162856317485,0.364688333507605,-0.02458589287057677,-0.12759819953796875,-0.022433644443133484,-0.04189883286948525,-0.002684632655828987,-0.017092353171354876,-0.09148048689951012,-0.028807509542299478,0.01493218215790859,0.12822055604365767,-0.010386779275589552,0.005580894418094547,-0.09670027468776543,-0.034055031528570937,-0.00938691723926459,0.031000726891730467,-0.014846665153590103,0.30234142806037506,-0.008098946082844956,-0.028032231694166704,0.05853089666502518,-0.02031376150521878,0.0024248541375926635,-0.02261617908767695,0.020025106790049936,0.021650988042528487,0.0023020113570576565,0.007120815072734191,-0.015259804845435428,-0.011073997910176684,0.06716619925572073,0.04841375203558696,-0.05860669996940969,0.03589545305733387,-0.0546929823409254,0.001878031450994599,-0.14424704050838047,-0.004577995308643359,0.01895964547567565,0.15367466845460728,0.010352604532809916,-0.03507641676483418,0.3889668403667211,-0.06147851949296278,-0.04577228701397051,-0.006738287518763001,-0.0004399343416147785,-0.0028766929971247228,-0.03688628521856973,-0.0014195079130267182,0.05595424459692537,-0.001075398947211993,-0.05472193437478574,-0.011552747488112258,0.09271221403340016,-0.10780658266325817,-0.03922620974121401,0.040804136408789465,0.008750701079277926,-0.027524982695611655,-0.020734900416205605,-0.14209297886189487,0.003157174555378785,-0.05135112604427996,-0.10672807040468964,0.020353324873548156,0.010066883626141125,-0.00198529091284433,0.06623852073479318,-0.031952542630408504,-0.0559437314757869,-0.028630894446642435,-0.09027307729585522,0.0342123548330524,-0.2861577439783407,0.22396457444387619,0.04163654703689495,-0.023270995977354176,-0.09870494384273328,0.09250977313722908,0.028940572762625367,-0.21062022482258794,-0.033170678586778496,0.4285035097215653,0.13091188173813717,-0.01509328399079187,-0.37712340742256456,0.05281351409137752,0.048490441697273665,0.052792021939473945,-0.041214657912704455,0.005174346178605597,-0.09792115219843837,0.0897687200535181,-0.05137495536223956,-0.13182764703867092,-0.02495269343237055,0.3054590239130225,-0.0027510784203196876,0.022894014186723072,0.010092029541216947,-1.3726571074538805e-05,10.093315737781772
