CGA,CSH1,FSHB,GAL,GH1,GH2,GHRHR,LHB,NPTX2,POMC,PRL,TSHB,Intercept
-0.09386212522206731,0.029969647730911757,0.060087834537544384,0.1513198966239026,-0.008874299836069912,0.005281984966401974,-0.00018656853181260358,0.03055640694944467,-0.5325341342050808,-0.018185751451746276,0.04193151391634625,0.033698855580262206,9.970680657257574
